sheet_id,gear_Tier,slot1_ID,slot1_LvlReq,slot2_ID,slot2_LvlReq,slot3_ID,slot3_LvlReq,slot4_ID,slot4_LvlReq,slot5_ID,slot5_LvlReq,slot6_ID,slot6_LvlReq,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,
Cable,14,T14_Mutant_Focus,79,T14_Cable,80,T14_Mutant_Damage,78,T13_Mutant_Resist,80,T14_Mutant_Armor,76,T13_Mutant_Health,75,60957,6257,4489,1826,1826,0,0,0,0,0,0,0,
Cable,15,T15_Mutant_Focus,1000,T15_Cable,85,T15_Mutant_Damage,1000,T15_Mutant_Resist,1000,T15_Mutant_Armor,1000,T15_Mutant_Health,1000,76195,7821,5611,2031,2031,0,0,0,0,0,0,0,
Cable,16,T16_Mutant_Focus,1000,T16_Cable,1000,T16_Mutant_Damage,1000,T16_Mutant_Resist,1000,T16_Mutant_Armor,1000,T16_Mutant_Health,1000,95245,9776,7013,2252,2252,0,0,0,0,0,0,0,
Cable,17,T17_Mutant_Focus,1000,T17_Cable,1000,T17_Mutant_Damage,1000,T17_Mutant_Resist,1000,T17_Mutant_Armor,1000,T17_Mutant_Health,1000,119055,12220,8767,2491,2491,0,0,0,0,0,0,0,
Cable,18,T18_Mutant_Focus,1000,T18_Cable,1000,T18_Mutant_Damage,1000,T18_Mutant_Resist,1000,T18_Mutant_Armor,1000,T18_Mutant_Health,1000,148818,15275,10958,2748,2748,0,0,0,0,0,0,0,
Cable,19,T19_Mutant_Focus,1000,T19_Cable,1000,T19_Mutant_Damage,1000,T19_Mutant_Resist,1000,T19_Mutant_Armor,1000,T19_Mutant_Health,1000,186024,19094,13698,3025,3025,0,0,0,0,0,0,0,
Cable,20,T20_Mutant_Focus,1000,T20_Cable,1000,T20_Mutant_Damage,1000,T20_Mutant_Resist,1000,T20_Mutant_Armor,1000,T20_Mutant_Health,1000,232529,23867,17122,3324,3324,0,0,0,0,0,0,0,
CaptainAmerica,0,,0,,0,,0,,0,,0,,0,54,17,5,32,40,0,0,0,0,0,0,0,
CaptainAmerica,1,Green_Focus_Mat,1,T1_CaptainAmerica,1,Green_Damage_Mat,3,Green_Resist_Mat,2,Green_Armor_Mat,4,Green_Health_Mat,3,340,106,30,53,66,0,0,0,0,0,0,0,
CaptainAmerica,2,Green_Focus_Mat,4,T2_CaptainAmerica,4,Green_Damage_Mat,6,T2_Bio_Resist,8,T2_Bio_Armor,4,Green_Health_Mat,12,868,225,75,82,102,0,0,0,0,0,0,0,
CaptainAmerica,3,T3_Bio_Focus,18,T3_CaptainAmerica,12,T2_Bio_Damage,12,T3_Bio_Resist,14,T3_Bio_Armor,15,T2_Bio_Health,12,1612,359,140,113,142,0,0,0,0,0,0,0,
CaptainAmerica,4,T3_Bio_Focus,21,T4_CaptainAmerica,18,T3_Bio_Damage,21,T4_Bio_Resist,20,T4_Bio_Armor,18,T3_Bio_Health,24,2933,508,254,149,186,0,0,0,0,0,0,0,
CaptainAmerica,5,T5_Bio_Focus,29,T5_CaptainAmerica,24,T4_Bio_Damage,30,T5_Bio_Resist,24,T5_Bio_Armor,29,T4_Bio_Health,28,4324,674,375,188,235,0,0,0,0,0,0,0,
CaptainAmerica,6,T5_Bio_Focus,30,T6_CaptainAmerica,30,T5_Bio_Damage,35,T6_Bio_Resist,32,T6_Bio_Armor,36,T5_Bio_Health,32,6058,858,525,232,290,0,0,0,0,0,0,0,
CaptainAmerica,7,T7_Bio_Focus,38,T7_CaptainAmerica,36,T6_Bio_Damage,38,T7_Bio_Resist,36,T7_Bio_Armor,38,T6_Bio_Health,42,8867,1063,768,281,351,0,0,0,0,0,0,0,
CaptainAmerica,8,T7_Bio_Focus,48,T8_CaptainAmerica,42,T7_Bio_Damage,43,T8_Bio_Resist,44,T8_Bio_Armor,46,T7_Bio_Health,42,12412,1290,1076,334,418,0,0,0,0,0,0,0,
CaptainAmerica,9,T9_Bio_Focus,54,T9_CaptainAmerica,48,T8_Bio_Damage,48,T9_Bio_Resist,50,T9_Bio_Armor,48,T8_Bio_Health,49,15811,1540,1370,394,492,0,0,0,0,0,0,0,
CaptainAmerica,10,T9_Bio_Focus,60,T10_CaptainAmerica,54,T9_Bio_Damage,55,T10_Bio_Resist,58,T10_Bio_Armor,54,T9_Bio_Health,56,19814,1816,1717,460,575,0,0,0,0,0,0,0,
CaptainAmerica,11,T11_Bio_Focus,60,T11_CaptainAmerica,60,T10_Bio_Damage,65,T11_Bio_Resist,61,T11_Bio_Armor,63,T10_Bio_Health,60,22561,2068,1955,520,650,0,0,0,0,0,0,0,
CaptainAmerica,12,T11_Bio_Focus,69,T12_CaptainAmerica,65,T11_Bio_Damage,70,T12_Bio_Resist,67,T12_Bio_Armor,65,T11_Bio_Health,67,25536,2341,2213,584,730,0,0,0,0,0,0,0,
CaptainAmerica,13,T13_Bio_Focus,72,T13_CaptainAmerica,75,T12_Bio_Damage,70,T13_Bio_Resist,71,T13_Bio_Armor,74,T12_Bio_Health,75,42116,3658,3458,1636,2045,0,0,0,0,0,0,0,
CaptainAmerica,14,T14_Bio_Focus,76,T14_CaptainAmerica,80,T13_Bio_Damage,80,T14_Bio_Resist,78,T14_Bio_Armor,75,T12_Bio_Health,79,52644,4572,4323,1826,2283,0,0,0,0,0,0,0,
CaptainAmerica,15,T15_Bio_Focus,1000,T15_CaptainAmerica,85,T14_Bio_Damage,1000,T15_Bio_Resist,1000,T15_Bio_Armor,1000,T13_Bio_Health,1000,65805,5715,5403,2031,2539,0,0,0,0,0,0,0,
CaptainAmerica,16,T16_Bio_Focus,1000,T16_CaptainAmerica,1000,T15_Bio_Damage,1000,T16_Bio_Resist,1000,T16_Bio_Armor,1000,T14_Bio_Health,1000,82257,7144,6754,2252,2815,0,0,0,0,0,0,0,
CaptainAmerica,17,T17_Bio_Focus,1000,T17_CaptainAmerica,1000,T16_Bio_Damage,1000,T17_Bio_Resist,1000,T17_Bio_Armor,1000,T15_Bio_Health,1000,102820,8930,8442,2491,3114,0,0,0,0,0,0,0,
CaptainAmerica,18,T18_Bio_Focus,1000,T18_CaptainAmerica,1000,T17_Bio_Damage,1000,T18_Bio_Resist,1000,T18_Bio_Armor,1000,T16_Bio_Health,1000,128525,11163,10552,2748,3435,0,0,0,0,0,0,0,
CaptainAmerica,19,T19_Bio_Focus,1000,T19_CaptainAmerica,1000,T18_Bio_Damage,1000,T19_Bio_Resist,1000,T19_Bio_Armor,1000,T17_Bio_Health,1000,160657,13954,13191,3025,3781,0,0,0,0,0,0,0,
CaptainAmerica,20,T20_Bio_Focus,1000,T20_CaptainAmerica,1000,T19_Bio_Damage,1000,T20_Bio_Resist,1000,T20_Bio_Armor,1000,T18_Bio_Health,1000,200821,17441,16488,3324,4155,0,0,0,0,0,0,0,
CaptainMarvel,0,,0,,0,,0,,0,,0,,0,83,23,4,42,38,0,0,0,0,0,0,0,
CaptainMarvel,1,Green_Focus_Mat,4,T1_CaptainMarvel,1,Green_Damage_Mat,2,Green_Resist_Mat,1,Green_Armor_Mat,1,Green_Health_Mat,1,522,146,21,69,64,0,0,0,0,0,0,0,
CaptainMarvel,2,T2_Bio_Focus,12,T2_CaptainMarvel,4,T2_Bio_Damage,4,T2_Bio_Resist,6,Green_Armor_Mat,11,T2_Bio_Health,8,1330,308,52,107,98,0,0,0,0,0,0,0,
CaptainMarvel,3,T3_Bio_Focus,15,T3_CaptainMarvel,12,T3_Bio_Damage,16,T3_Bio_Resist,12,T2_Bio_Armor,15,T3_Bio_Health,18,2472,491,96,147,136,0,0,0,0,0,0,0,
CaptainMarvel,4,T4_Bio_Focus,18,T4_CaptainMarvel,18,T4_Bio_Damage,23,T4_Bio_Resist,21,T3_Bio_Armor,19,T4_Bio_Health,24,4497,696,176,194,179,0,0,0,0,0,0,0,
CaptainMarvel,5,T5_Bio_Focus,25,T5_CaptainMarvel,24,T5_Bio_Damage,24,T5_Bio_Resist,30,T4_Bio_Armor,26,T5_Bio_Health,28,6630,922,259,244,226,0,0,0,0,0,0,0,
CaptainMarvel,6,T6_Bio_Focus,34,T6_CaptainMarvel,30,T6_Bio_Damage,30,T6_Bio_Resist,30,T5_Bio_Armor,36,T6_Bio_Health,32,9290,1175,364,302,278,0,0,0,0,0,0,0,
CaptainMarvel,7,T7_Bio_Focus,36,T7_CaptainMarvel,36,T7_Bio_Damage,42,T7_Bio_Resist,40,T6_Bio_Armor,41,T7_Bio_Health,38,13597,1455,532,365,337,0,0,0,0,0,0,0,
CaptainMarvel,8,T8_Bio_Focus,46,T8_CaptainMarvel,42,T8_Bio_Damage,42,T8_Bio_Resist,42,T7_Bio_Armor,48,T8_Bio_Health,44,19033,1765,744,434,401,0,0,0,0,0,0,0,
CaptainMarvel,9,T9_Bio_Focus,54,T9_CaptainMarvel,48,T9_Bio_Damage,53,T9_Bio_Resist,51,T8_Bio_Armor,48,T9_Bio_Health,50,24244,2107,949,512,473,0,0,0,0,0,0,0,
CaptainMarvel,10,T10_Bio_Focus,54,T10_CaptainMarvel,54,T10_Bio_Damage,60,T10_Bio_Resist,58,T9_Bio_Armor,56,T10_Bio_Health,58,30382,2486,1189,598,552,0,0,0,0,0,0,0,
CaptainMarvel,11,T11_Bio_Focus,63,T11_CaptainMarvel,60,T11_Bio_Damage,63,T11_Bio_Resist,62,T10_Bio_Armor,60,T11_Bio_Health,65,34594,2830,1354,676,624,0,0,0,0,0,0,0,
CaptainMarvel,12,T12_Bio_Focus,67,T12_CaptainMarvel,65,T12_Bio_Damage,66,T12_Bio_Resist,70,T11_Bio_Armor,65,T12_Bio_Health,68,39153,3203,1532,759,701,0,0,0,0,0,0,0,
CaptainMarvel,13,T13_Bio_Focus,70,T13_CaptainMarvel,75,T13_Bio_Damage,74,T13_Bio_Resist,70,T12_Bio_Armor,72,T13_Bio_Health,75,61180,5005,2394,2127,1963,0,0,0,0,0,0,0,
CaptainMarvel,14,T14_Bio_Focus,78,T14_CaptainMarvel,80,T14_Bio_Damage,75,T14_Bio_Resist,77,T13_Bio_Armor,79,T14_Bio_Health,80,76473,6257,2993,2374,2191,0,0,0,0,0,0,0,
CaptainMarvel,15,T15_Bio_Focus,1000,T15_CaptainMarvel,85,T15_Bio_Damage,1000,T15_Bio_Resist,1000,T14_Bio_Armor,1000,T15_Bio_Health,1000,95590,7821,3740,2640,2437,0,0,0,0,0,0,0,
CaptainMarvel,16,T16_Bio_Focus,1000,T16_CaptainMarvel,1000,T16_Bio_Damage,1000,T16_Bio_Resist,1000,T15_Bio_Armor,1000,T16_Bio_Health,1000,119489,9776,4676,2928,2702,0,0,0,0,0,0,0,
CaptainMarvel,17,T17_Bio_Focus,1000,T17_CaptainMarvel,1000,T17_Bio_Damage,1000,T17_Bio_Resist,1000,T16_Bio_Armor,1000,T17_Bio_Health,1000,149360,12220,5845,3238,2989,0,0,0,0,0,0,0,
CaptainMarvel,18,T18_Bio_Focus,1000,T18_CaptainMarvel,1000,T18_Bio_Damage,1000,T18_Bio_Resist,1000,T17_Bio_Armor,1000,T18_Bio_Health,1000,186699,15275,7305,3572,3298,0,0,0,0,0,0,0,
CaptainMarvel,19,T19_Bio_Focus,1000,T19_CaptainMarvel,1000,T19_Bio_Damage,1000,T19_Bio_Resist,1000,T18_Bio_Armor,1000,T19_Bio_Health,1000,233376,19094,9132,3933,3630,0,0,0,0,0,0,0,
CaptainMarvel,20,T20_Bio_Focus,1000,T20_CaptainMarvel,1000,T20_Bio_Damage,1000,T20_Bio_Resist,1000,T19_Bio_Armor,1000,T20_Bio_Health,1000,291718,23867,11415,4321,3989,0,0,0,0,0,0,0,
Carnage,0,,0,,0,,0,,0,,0,,0,90,18,4,40,32,0,0,0,0,0,0,0,
Carnage,1,Green_Focus_Mat,1,T1_Carnage,1,Green_Damage_Mat,1,Green_Resist_Mat,3,T1_NoArmor,2,Green_Health_Mat,4,568,112,23,66,53,0,0,0,0,0,0,0,
Carnage,2,T2_Bio_Focus,7,T2_Carnage,4,Green_Damage_Mat,4,T2_Bio_Resist,12,T1_NoArmor,6,T2_Bio_Health,4,1446,237,58,102,82,0,0,0,0,0,0,0,
Carnage,3,T3_Bio_Focus,18,T3_Carnage,12,T2_Bio_Damage,14,T3_Bio_Resist,15,T1_NoArmor,12,T3_Bio_Health,15,2686,378,107,142,113,0,0,0,0,0,0,0,
Carnage,4,T4_Bio_Focus,18,T4_Carnage,18,T3_Bio_Damage,22,T4_Bio_Resist,24,T1_NoArmor,20,T4_Bio_Health,21,4888,534,196,186,149,0,0,0,0,0,0,0,
Carnage,5,T5_Bio_Focus,24,T5_Carnage,24,T4_Bio_Damage,25,T5_Bio_Resist,30,T1_NoArmor,28,T5_Bio_Health,26,7206,709,288,235,188,0,0,0,0,0,0,0,
Carnage,6,T6_Bio_Focus,35,T6_Carnage,30,T5_Bio_Damage,31,T6_Bio_Resist,31,T1_NoArmor,30,T6_Bio_Health,36,10098,904,404,290,232,0,0,0,0,0,0,0,
Carnage,7,T7_Bio_Focus,40,T7_Carnage,36,T6_Bio_Damage,38,T7_Bio_Resist,42,T1_NoArmor,36,T7_Bio_Health,38,14779,1119,591,351,281,0,0,0,0,0,0,0,
Carnage,8,T8_Bio_Focus,47,T8_Carnage,42,T7_Bio_Damage,42,T8_Bio_Resist,42,T1_NoArmor,43,T8_Bio_Health,48,20688,1358,827,418,334,0,0,0,0,0,0,0,
Carnage,9,T9_Bio_Focus,54,T9_Carnage,48,T8_Bio_Damage,49,T9_Bio_Resist,53,T1_NoArmor,53,T9_Bio_Health,48,26352,1621,1054,492,394,0,0,0,0,0,0,0,
Carnage,10,T10_Bio_Focus,57,T10_Carnage,54,T9_Bio_Damage,58,T10_Bio_Resist,57,T1_NoArmor,60,T10_Bio_Health,54,33024,1912,1321,575,460,0,0,0,0,0,0,0,
Carnage,11,T11_Bio_Focus,60,T11_Carnage,60,T10_Bio_Damage,63,T11_Bio_Resist,65,T1_NoArmor,62,T11_Bio_Health,62,37601,2177,1504,650,520,0,0,0,0,0,0,0,
Carnage,12,T12_Bio_Focus,65,T12_Carnage,65,T11_Bio_Damage,65,T12_Bio_Resist,70,T1_NoArmor,69,T12_Bio_Health,69,42559,2464,1702,730,584,0,0,0,0,0,0,0,
Carnage,13,T13_Bio_Focus,70,T13_Carnage,75,T13_Bio_Damage,74,T13_Bio_Resist,70,T1_NoArmor,72,T13_Bio_Health,75,66500,3850,2660,2045,1636,0,0,0,0,0,0,0,
Carnage,14,T14_Bio_Focus,78,T14_Carnage,80,T13_Bio_Damage,75,T14_Bio_Resist,77,T10_Bio_Armor,79,T14_Bio_Health,80,83123,4813,3325,2283,1826,0,0,0,0,0,0,0,
Carnage,15,T15_Bio_Focus,1000,T15_Carnage,85,T15_Bio_Damage,1000,T15_Bio_Resist,1000,T13_Bio_Armor,1000,T15_Bio_Health,1000,103902,6016,4156,2539,2031,0,0,0,0,0,0,0,
Carnage,16,T16_Bio_Focus,1000,T16_Carnage,1000,T16_Bio_Damage,1000,T16_Bio_Resist,1000,T16_Bio_Armor,1000,T16_Bio_Health,1000,129879,7520,5195,2815,2252,0,0,0,0,0,0,0,
Carnage,17,T17_Bio_Focus,1000,T17_Carnage,1000,T17_Bio_Damage,1000,T17_Bio_Resist,1000,T17_Bio_Armor,1000,T17_Bio_Health,1000,162348,9400,6494,3114,2491,0,0,0,0,0,0,0,
Carnage,18,T18_Bio_Focus,1000,T18_Carnage,1000,T18_Bio_Damage,1000,T18_Bio_Resist,1000,T18_Bio_Armor,1000,T18_Bio_Health,1000,202934,11750,8117,3435,2748,0,0,0,0,0,0,0,
Carnage,19,T19_Bio_Focus,1000,T19_Carnage,1000,T19_Bio_Damage,1000,T19_Bio_Resist,1000,T19_Bio_Armor,1000,T19_Bio_Health,1000,253670,14688,10147,3781,3025,0,0,0,0,0,0,0,
Carnage,20,T20_Bio_Focus,1000,T20_Carnage,1000,T20_Bio_Damage,1000,T20_Bio_Resist,1000,T20_Bio_Armor,1000,T20_Bio_Health,1000,317085,18359,12683,4155,3324,0,0,0,0,0,0,0,
Colossus,0,,0,,0,,0,,0,,0,,0,84,22,6,25,51,0,0,0,0,0,0,0,
Colossus,1,Green_Focus_Mat,1,T1_Colossus,1,Green_Damage_Mat,3,Green_Resist_Mat,1,Green_Armor_Mat,1,Green_Health_Mat,4,529,134,35,41,85,0,0,0,0,0,0,0,
Colossus,2,Green_Focus_Mat,11,T2_Colossus,4,T2_Mutant_Damage,6,T2_Mutant_Resist,4,T2_Mutant_Armor,7,T2_Mutant_Health,12,1350,284,87,63,131,0,0,0,0,0,0,0,
Colossus,3,Green_Focus_Mat,18,T3_Colossus,12,T3_Mutant_Damage,17,T3_Mutant_Resist,12,T3_Mutant_Armor,15,T3_Mutant_Health,12,2507,454,161,87,181,0,0,0,0,0,0,0,
Colossus,4,T2_Mutant_Focus,20,T4_Colossus,18,T4_Mutant_Damage,24,T4_Mutant_Resist,18,T4_Mutant_Armor,21,T4_Mutant_Health,23,4563,642,294,115,238,0,0,0,0,0,0,0,
Colossus,5,T3_Mutant_Focus,26,T5_Colossus,24,T5_Mutant_Damage,24,T5_Mutant_Resist,27,T5_Mutant_Armor,30,T5_Mutant_Health,28,6726,851,432,145,301,0,0,0,0,0,0,0,
Colossus,6,T4_Mutant_Focus,36,T6_Colossus,30,T6_Mutant_Damage,30,T6_Mutant_Resist,34,T6_Mutant_Armor,32,T6_Mutant_Health,31,9425,1085,606,179,371,0,0,0,0,0,0,0,
Colossus,7,T5_Mutant_Focus,38,T7_Colossus,36,T7_Mutant_Damage,42,T7_Mutant_Resist,36,T7_Mutant_Armor,41,T7_Mutant_Health,36,13794,1343,887,216,450,0,0,0,0,0,0,0,
Colossus,8,T6_Mutant_Focus,44,T8_Colossus,42,T8_Mutant_Damage,45,T8_Mutant_Resist,46,T8_Mutant_Armor,48,T8_Mutant_Health,42,19309,1630,1241,257,534,0,0,0,0,0,0,0,
Colossus,9,T7_Mutant_Focus,49,T9_Colossus,48,T9_Mutant_Damage,50,T9_Mutant_Resist,48,T9_Mutant_Armor,50,T9_Mutant_Health,54,24595,1945,1581,303,630,0,0,0,0,0,0,0,
Colossus,10,T8_Mutant_Focus,54,T10_Colossus,54,T10_Mutant_Damage,60,T10_Mutant_Resist,54,T10_Mutant_Armor,55,T10_Mutant_Health,55,30822,2294,1982,354,736,0,0,0,0,0,0,0,
Colossus,11,T8_Mutant_Focus,64,T11_Colossus,60,T11_Mutant_Damage,64,T11_Mutant_Resist,65,T11_Mutant_Armor,64,T11_Mutant_Health,60,35095,2612,2256,400,832,0,0,0,0,0,0,0,
Colossus,12,T9_Mutant_Focus,68,T12_Colossus,65,T12_Mutant_Damage,70,T12_Mutant_Resist,67,T12_Mutant_Armor,69,T12_Mutant_Health,65,39721,2957,2553,450,934,0,0,0,0,0,0,0,
Colossus,13,T10_Mutant_Focus,72,T13_Colossus,75,T13_Mutant_Damage,70,T13_Mutant_Resist,71,T13_Mutant_Armor,74,T13_Mutant_Health,75,62066,4620,3990,1260,2618,0,0,0,0,0,0,0,
Colossus,14,T11_Mutant_Focus,76,T14_Colossus,80,T14_Mutant_Damage,80,T14_Mutant_Resist,78,T14_Mutant_Armor,75,T14_Mutant_Health,79,77581,5776,4988,1406,2922,0,0,0,0,0,0,0,
Colossus,15,T12_Mutant_Focus,1000,T15_Colossus,85,T15_Mutant_Damage,1000,T15_Mutant_Resist,1000,T15_Mutant_Armor,1000,T15_Mutant_Health,1000,96975,7219,6234,1564,3250,0,0,0,0,0,0,0,
Colossus,16,T12_Mutant_Focus,1000,T16_Colossus,1000,T16_Mutant_Damage,1000,T16_Mutant_Resist,1000,T16_Mutant_Armor,1000,T16_Mutant_Health,1000,121220,9024,7793,1734,3603,0,0,0,0,0,0,0,
Colossus,17,T13_Mutant_Focus,1000,T17_Colossus,1000,T17_Mutant_Damage,1000,T17_Mutant_Resist,1000,T17_Mutant_Armor,1000,T17_Mutant_Health,1000,151525,11280,9741,1918,3986,0,0,0,0,0,0,0,
Colossus,18,T13_Mutant_Focus,1000,T18_Colossus,1000,T18_Mutant_Damage,1000,T18_Mutant_Resist,1000,T18_Mutant_Armor,1000,T18_Mutant_Health,1000,189405,14100,12176,2116,4397,0,0,0,0,0,0,0,
Colossus,19,T14_Mutant_Focus,1000,T19_Colossus,1000,T19_Mutant_Damage,1000,T19_Mutant_Resist,1000,T19_Mutant_Armor,1000,T19_Mutant_Health,1000,236758,17626,15221,2329,4840,0,0,0,0,0,0,0,
Colossus,20,T15_Mutant_Focus,1000,T20_Colossus,1000,T20_Mutant_Damage,1000,T20_Mutant_Resist,1000,T20_Mutant_Armor,1000,T20_Mutant_Health,1000,295946,22031,19025,2559,5318,0,0,0,0,0,0,0,
CorvusGlaive,0,,0,,0,,0,,0,,0,,0,60,24,3,47,39,0,0,0,0,0,0,0,
CorvusGlaive,1,Green_Focus_Mat,4,T1_CorvusGlaive,1,Green_Damage_Mat,2,Green_Resist_Mat,1,T1_NoArmor,1,Green_Health_Mat,1,378,149,17,78,65,0,0,0,0,0,0,0,
CorvusGlaive,2,T2_Skill_Focus,12,T2_CorvusGlaive,4,T2_Skill_Damage,4,T2_Skill_Resist,6,Green_Armor_Mat,11,T2_Skill_Health,8,964,315,44,121,101,0,0,0,0,0,0,0,
CorvusGlaive,3,T3_Skill_Focus,15,T3_CorvusGlaive,12,T3_Skill_Damage,16,T3_Skill_Resist,12,T2_Skill_Armor,15,T3_Skill_Health,18,1791,503,80,166,139,0,0,0,0,0,0,0,
CorvusGlaive,4,T4_Skill_Focus,18,T4_CorvusGlaive,18,T4_Skill_Damage,23,T4_Skill_Resist,21,T3_Skill_Armor,19,T4_Skill_Health,24,3259,712,147,219,183,0,0,0,0,0,0,0,
CorvusGlaive,5,T5_Skill_Focus,25,T5_CorvusGlaive,24,T5_Skill_Damage,24,T5_Skill_Resist,30,T3_Skill_Armor,26,T4_Skill_Health,28,4804,943,216,276,231,0,0,0,0,0,0,0,
CorvusGlaive,6,T6_Skill_Focus,34,T6_CorvusGlaive,30,T6_Skill_Damage,30,T6_Skill_Resist,30,T4_Skill_Armor,36,T6_Skill_Health,32,6732,1202,303,341,285,0,0,0,0,0,0,0,
CorvusGlaive,7,T7_Skill_Focus,36,T7_CorvusGlaive,36,T7_Skill_Damage,42,T7_Skill_Resist,40,T5_Skill_Armor,41,T6_Skill_Health,38,9853,1488,443,413,346,0,0,0,0,0,0,0,
CorvusGlaive,8,T8_Skill_Focus,46,T8_CorvusGlaive,42,T8_Skill_Damage,42,T8_Skill_Resist,42,T6_Skill_Armor,48,T8_Skill_Health,44,13792,1806,620,491,411,0,0,0,0,0,0,0,
CorvusGlaive,9,T9_Skill_Focus,54,T9_CorvusGlaive,48,T9_Skill_Damage,53,T9_Skill_Resist,51,T7_Skill_Armor,48,T8_Skill_Health,50,17568,2156,791,579,485,0,0,0,0,0,0,0,
CorvusGlaive,10,T10_Skill_Focus,54,T10_CorvusGlaive,54,T10_Skill_Damage,60,T10_Skill_Resist,58,T7_Skill_Armor,56,T10_Skill_Health,58,22016,2543,991,676,566,0,0,0,0,0,0,0,
CorvusGlaive,11,T11_Skill_Focus,63,T11_CorvusGlaive,60,T11_Skill_Damage,63,T11_Skill_Resist,62,T8_Skill_Armor,60,T10_Skill_Health,65,25068,2895,1128,764,640,0,0,0,0,0,0,0,
CorvusGlaive,12,T12_Skill_Focus,67,T12_CorvusGlaive,65,T12_Skill_Damage,66,T12_Skill_Resist,70,T9_Skill_Armor,65,T12_Skill_Health,68,28372,3277,1277,858,718,0,0,0,0,0,0,0,
CorvusGlaive,13,T13_Skill_Focus,70,T13_CorvusGlaive,75,T13_Skill_Damage,74,T13_Skill_Resist,70,T11_Skill_Armor,72,T13_Skill_Health,75,44333,5121,1995,2405,2012,0,0,0,0,0,0,0,
CorvusGlaive,14,T14_Skill_Focus,78,T14_CorvusGlaive,80,T14_Skill_Damage,75,T14_Skill_Resist,77,T12_Skill_Armor,79,T14_Skill_Health,80,55415,6401,2494,2684,2246,0,0,0,0,0,0,0,
CorvusGlaive,15,T15_Skill_Focus,1000,T15_CorvusGlaive,85,T15_Skill_Damage,1000,T15_Skill_Resist,1000,T13_Skill_Armor,1000,T15_Skill_Health,1000,69268,8001,3117,2986,2498,0,0,0,0,0,0,0,
CorvusGlaive,16,T16_Skill_Focus,1000,T16_CorvusGlaive,1000,T16_Skill_Damage,1000,T16_Skill_Resist,1000,T14_Skill_Armor,1000,T16_Skill_Health,1000,86586,10002,3896,3310,2770,0,0,0,0,0,0,0,
CorvusGlaive,17,T17_Skill_Focus,1000,T17_CorvusGlaive,1000,T17_Skill_Damage,1000,T17_Skill_Resist,1000,T15_Skill_Armor,1000,T17_Skill_Health,1000,108232,12502,4871,3662,3064,0,0,0,0,0,0,0,
CorvusGlaive,18,T18_Skill_Focus,1000,T18_CorvusGlaive,1000,T18_Skill_Damage,1000,T18_Skill_Resist,1000,T16_Skill_Armor,1000,T18_Skill_Health,1000,135289,15628,6088,4040,3380,0,0,0,0,0,0,0,
CorvusGlaive,19,T19_Skill_Focus,1000,T19_CorvusGlaive,1000,T19_Skill_Damage,1000,T19_Skill_Resist,1000,T17_Skill_Armor,1000,T19_Skill_Health,1000,169113,19535,7610,4447,3721,0,0,0,0,0,0,0,
CorvusGlaive,20,T20_Skill_Focus,1000,T20_CorvusGlaive,1000,T20_Skill_Damage,1000,T20_Skill_Resist,1000,T18_Skill_Armor,1000,T20_Skill_Health,1000,211390,24417,9512,4886,4089,0,0,0,0,0,0,0,
Coulson,0,,0,,0,,0,,0,,0,,0,57,18,5,38,47,0,0,0,0,0,0,0,
Coulson,1,Green_Focus_Mat,1,T1_Coulson,1,Green_Damage_Mat,3,Green_Resist_Mat,1,Green_Armor_Mat,1,Green_Health_Mat,4,359,112,27,64,78,0,0,0,0,0,0,0,
Coulson,2,T2_Tech_Focus,11,T2_Coulson,4,T2_Tech_Damage,6,T2_Tech_Resist,4,T2_Tech_Armor,7,Green_Health_Mat,12,916,237,68,98,121,0,0,0,0,0,0,0,
Coulson,3,T3_Tech_Focus,18,T3_Coulson,12,T3_Tech_Damage,17,T3_Tech_Resist,12,T3_Tech_Armor,15,T3_Tech_Health,12,1701,378,125,136,166,0,0,0,0,0,0,0,
Coulson,4,T4_Tech_Focus,20,T4_Coulson,18,T4_Tech_Damage,24,T4_Tech_Resist,18,T4_Tech_Armor,21,T3_Tech_Health,23,3096,535,229,179,219,0,0,0,0,0,0,0,
Coulson,5,T5_Tech_Focus,26,T5_Coulson,24,T4_Tech_Damage,24,T5_Tech_Resist,27,T5_Tech_Armor,30,T5_Tech_Health,28,4564,709,337,226,276,0,0,0,0,0,0,0,
Coulson,6,T6_Tech_Focus,36,T6_Coulson,30,T6_Tech_Damage,30,T6_Tech_Resist,34,T6_Tech_Armor,32,T5_Tech_Health,31,6395,904,473,278,341,0,0,0,0,0,0,0,
Coulson,7,T7_Tech_Focus,38,T7_Coulson,36,T6_Tech_Damage,42,T7_Tech_Resist,36,T7_Tech_Armor,41,T7_Tech_Health,36,9360,1119,691,337,413,0,0,0,0,0,0,0,
Coulson,8,T8_Tech_Focus,44,T8_Coulson,42,T8_Tech_Damage,45,T8_Tech_Resist,46,T8_Tech_Armor,48,T7_Tech_Health,42,13102,1358,968,401,491,0,0,0,0,0,0,0,
Coulson,9,T9_Tech_Focus,49,T9_Coulson,48,T8_Tech_Damage,50,T9_Tech_Resist,48,T9_Tech_Armor,50,T9_Tech_Health,54,16690,1621,1233,473,579,0,0,0,0,0,0,0,
