gear_ID,gear_Tier,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,picture,crafting_Part1_ID,crafting_Part1_Count,crafting_Part2_ID,crafting_Part2_Count,crafting_Part3_ID,crafting_Part3_Count,crafting_Cost,
T10_AntMan,10,83,0,0,16,5,0,0,0,0,0,0,0,Gear_AntMan,Purple_Tech_Mat,4,Purple_Tech_Resist_Mat,3,Purple_energy3,8,7300,
T11_AntMan,11,85,0,0,16,5,0,0,0,0,0,0,0,Gear_AntMan,Purple_Tech_Mat,5,Purple_Tech_Resist_Mat,5,Purple_energy3,10,9200,
T12_AntMan,12,85,0,0,20,5,0,0,0,0,0,0,0,Gear_AntMan,Orange_Tech_Mat,1,Orange_Tech_Resist_Mat,2,Orange_energy3,12,10000,
T13_AntMan,13,1000,0,0,30,10,0,0,0,0,0,0,0,Gear_AntMan,Orange_Tech_Mat,2,Orange_Tech_Resist_Mat,3,Orange_energy3,24,13000,
T14_AntMan,14,1000,0,0,40,10,0,0,0,0,0,0,0,Gear_AntMan,Orange_Tech_Mat,4,Orange_Tech_Resist_Mat,4,Orange_energy3,25,14000,
T15_AntMan,15,1500,0,0,40,10,0,0,0,0,0,0,0,Gear_AntMan,Orange_Tech_Mat,7,Orange_Tech_Resist_Mat,6,Orange_energy3,35,15000,
T16_AntMan,16,2000,0,0,50,10,0,0,0,0,0,0,0,Gear_AntMan,Red_Tech_Mat,100,Red_Tech_Resist_Mat,100,Red_energy3,100,1000000,
T17_AntMan,17,3500,0,0,50,10,0,0,0,0,0,0,0,Gear_AntMan,Red_Tech_Mat,100,Red_Tech_Resist_Mat,100,Red_energy3,100,1000000,
T18_AntMan,18,3500,0,0,60,10,0,0,0,0,0,0,0,Gear_AntMan,Red_Tech_Mat,100,Red_Tech_Resist_Mat,100,Red_energy3,100,1000000,
T19_AntMan,19,4000,0,0,60,10,0,0,0,0,0,0,0,Gear_AntMan,Red_Tech_Mat,100,Red_Tech_Resist_Mat,100,Red_energy3,100,1000000,
T20_AntMan,20,5000,0,0,70,15,0,0,0,0,0,0,0,Gear_AntMan,White_Tech_Mat,100,White_Tech_Resist_Mat,100,White_energy3,100,1000000,
T1_BaronMordo,1,90,10,0,6,0,0,0,0,0,0,0,0,Gear_BaronMordo,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_BaronMordo,2,100,10,0,7,0,0,0,0,0,0,0,0,Gear_BaronMordo,Green_Mystic_Mat,1,Green_Health_Mat,1,,0,1100,
T3_BaronMordo,3,110,10,0,8,0,0,0,0,0,0,0,0,Gear_BaronMordo,Green_Mystic_Mat,1,Green_Health_Mat,1,Green_Resist_Mat,1,1900,
T4_BaronMordo,4,170,10,0,9,0,0,0,0,0,0,0,0,Gear_BaronMordo,Blue_Mystic_Mat,1,Blue_Mystic_Health_Mat,1,Blue_Mystic_Resist_Mat,1,2200,
T5_BaronMordo,5,240,10,0,10,0,0,0,0,0,0,0,0,Gear_BaronMordo,Blue_Mystic_Mat,1,Blue_Mystic_Health_Mat,1,Blue_Mystic_Resist_Mat,1,2400,
T6_BaronMordo,6,270,10,0,11,0,0,0,0,0,0,0,0,Gear_BaronMordo,Blue_Mystic_Mat,2,Blue_Mystic_Health_Mat,2,Blue_Mystic_Resist_Mat,2,2800,
T7_BaronMordo,7,290,10,0,12,0,0,0,0,0,0,0,0,Gear_BaronMordo,Blue_Mystic_Mat,3,Blue_Mystic_Health_Mat,2,Blue_Mystic_Resist_Mat,2,3400,
T8_BaronMordo,8,310,10,0,12,0,0,0,0,0,0,0,0,Gear_BaronMordo,Purple_Mystic_Mat,1,Purple_Mystic_Health_Mat,1,Purple_Mystic_Resist_Mat,1,4600,
T9_BaronMordo,9,330,10,0,13,0,0,0,0,0,0,0,0,Gear_BaronMordo,Purple_Mystic_Mat,1,Purple_Mystic_Health_Mat,2,Purple_Mystic_Resist_Mat,2,5800,
T10_BaronMordo,10,350,10,0,14,0,0,0,0,0,0,0,0,Gear_BaronMordo,Purple_Mystic_Mat,4,Purple_Mystic_Health_Mat,3,Purple_magic1,8,7300,
T11_BaronMordo,11,370,10,0,14,0,0,0,0,0,0,0,0,Gear_BaronMordo,Purple_Mystic_Mat,5,Purple_Mystic_Health_Mat,5,Purple_magic1,10,9200,
T12_BaronMordo,12,390,10,0,15,0,0,0,0,0,0,0,0,Gear_BaronMordo,Orange_Mystic_Mat,1,Orange_Mystic_Health_Mat,2,Orange_magic1,12,10000,
T13_BaronMordo,13,1200,10,0,20,0,0,0,0,0,0,0,0,Gear_BaronMordo,Orange_Mystic_Mat,2,Orange_Mystic_Health_Mat,3,Orange_magic1,24,13000,
T14_BaronMordo,14,3200,10,0,25,0,0,0,0,0,0,0,0,Gear_BaronMordo,Orange_Mystic_Mat,4,Orange_Mystic_Health_Mat,4,Orange_magic1,25,14000,
T15_BaronMordo,15,3500,10,0,30,0,0,0,0,0,0,0,0,Gear_BaronMordo,Orange_Mystic_Mat,7,Orange_Mystic_Health_Mat,6,Orange_magic1,35,15000,
T16_BaronMordo,16,4000,10,0,35,0,0,0,0,0,0,0,0,Gear_BaronMordo,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic2,100,1000000,
T17_BaronMordo,17,4200,10,0,40,0,0,0,0,0,0,0,0,Gear_BaronMordo,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic3,100,1000000,
T18_BaronMordo,18,5000,15,0,45,0,0,0,0,0,0,0,0,Gear_BaronMordo,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic4,100,1000000,
T19_BaronMordo,19,6500,25,0,50,0,0,0,0,0,0,0,0,Gear_BaronMordo,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,,0,1000000,
T20_BaronMordo,20,8000,35,0,55,0,0,0,0,0,0,0,0,Gear_BaronMordo,White_Mystic_Mat,100,White_Mystic_Health_Mat,100,,0,1000000,
T1_Beast,1,100,5,0,5,0,0,0,0,0,0,0,0,Gear_Beast,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Beast,2,200,5,0,5,0,0,0,0,0,0,0,0,Gear_Beast,Green_Mutant_Mat,1,Green_Health_Mat,1,,0,1100,
T3_Beast,3,300,5,0,5,0,0,0,0,0,0,0,0,Gear_Beast,Green_Mutant_Mat,1,Green_Health_Mat,1,Green_Focus_Mat,1,1900,
T4_Beast,4,400,10,0,5,0,0,0,0,0,0,0,0,Gear_Beast,Blue_Mutant_Mat,1,Blue_Mutant_Health_Mat,1,Blue_Mutant_Focus_Mat,1,2200,
T5_Beast,5,500,10,0,10,0,0,0,0,0,0,0,0,Gear_Beast,Blue_Mutant_Mat,1,Blue_Mutant_Health_Mat,1,Blue_Mutant_Focus_Mat,1,2400,
T6_Beast,6,600,10,0,10,0,0,0,0,0,0,0,0,Gear_Beast,Blue_Mutant_Mat,2,Blue_Mutant_Health_Mat,2,Blue_Mutant_Focus_Mat,2,2800,
T7_Beast,7,700,15,0,10,0,0,0,0,0,0,0,0,Gear_Beast,Blue_Mutant_Mat,3,Blue_Mutant_Health_Mat,2,Blue_Mutant_Focus_Mat,2,3400,
T8_Beast,8,800,20,0,10,0,0,0,0,0,0,0,0,Gear_Beast,Purple_Mutant_Mat,1,Purple_Mutant_Health_Mat,1,Purple_Mutant_Focus_Mat,1,4600,
T9_Beast,9,900,25,0,15,0,0,0,0,0,0,0,0,Gear_Beast,Purple_Mutant_Mat,1,Purple_Mutant_Health_Mat,2,Purple_Mutant_Focus_Mat,2,5800,
T10_Beast,10,1000,30,0,15,0,0,0,0,0,0,0,0,Gear_Beast,Purple_Mutant_Mat,4,Purple_Mutant_Health_Mat,3,Purple_metal7,8,7300,
T11_Beast,11,1100,35,0,15,0,0,0,0,0,0,0,0,Gear_Beast,Purple_Mutant_Mat,5,Purple_Mutant_Health_Mat,5,Purple_metal7,10,9200,
T12_Beast,12,1200,40,0,20,0,0,0,0,0,0,0,0,Gear_Beast,Orange_Mutant_Mat,1,Orange_Mutant_Health_Mat,2,Orange_metal7,12,10000,
T13_Beast,13,1500,45,0,20,0,0,0,0,0,0,0,0,Gear_Beast,Orange_Mutant_Mat,2,Orange_Mutant_Health_Mat,3,Orange_metal7,24,13000,
T14_Beast,14,2000,50,0,25,0,0,0,0,0,0,0,0,Gear_Beast,Orange_Mutant_Mat,4,Orange_Mutant_Health_Mat,4,Orange_metal7,25,14000,
T15_Beast,15,3000,100,0,30,0,0,0,0,0,0,0,0,Gear_Beast,Orange_Mutant_Mat,7,Orange_Mutant_Health_Mat,6,Orange_metal7,35,15000,
T16_Beast,16,5000,110,0,40,0,0,0,0,0,0,0,0,Gear_Beast,Red_Mutant_Mat,100,Red_Mutant_Health_Mat,100,Red_metal7,100,1000000,
T17_Beast,17,7000,120,0,50,0,0,0,0,0,0,0,0,Gear_Beast,Red_Mutant_Mat,100,Red_Mutant_Health_Mat,100,Red_metal7,100,1000000,
T18_Beast,18,9000,130,0,60,0,0,0,0,0,0,0,0,Gear_Beast,Red_Mutant_Mat,100,Red_Mutant_Health_Mat,100,Red_metal7,100,1000000,
T19_Beast,19,11000,140,0,70,0,0,0,0,0,0,0,0,Gear_Beast,Red_Mutant_Mat,100,Red_Mutant_Health_Mat,100,Red_metal7,100,1000000,
T20_Beast,20,13000,150,0,80,0,0,0,0,0,0,0,0,Gear_Beast,White_Mutant_Mat,100,White_Mutant_Health_Mat,100,White_metal7,100,1000000,
T1_BlackBolt,1,200,50,0,0,5,0,0,0,0,0,0,0,Gear_BlackBolt,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_BlackBolt,2,300,60,0,0,5,0,0,0,0,0,0,0,Gear_BlackBolt,Green_Bio_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_BlackBolt,3,400,70,0,0,5,0,0,0,0,0,0,0,Gear_BlackBolt,Green_Bio_Mat,1,Green_Damage_Mat,1,Green_Health_Mat,1,1900,
T4_BlackBolt,4,500,80,0,0,5,0,0,0,0,0,0,0,Gear_BlackBolt,Blue_Bio_Mat,1,Blue_Bio_Damage_Mat,1,Blue_Bio_Health_Mat,1,2200,
T5_BlackBolt,5,600,90,0,0,10,0,0,0,0,0,0,0,Gear_BlackBolt,Blue_Bio_Mat,1,Blue_Bio_Damage_Mat,1,Blue_Bio_Health_Mat,1,2400,
T6_BlackBolt,6,800,100,0,0,10,0,0,0,0,0,0,0,Gear_BlackBolt,Blue_Bio_Mat,2,Blue_Bio_Damage_Mat,2,Blue_Bio_Health_Mat,2,2800,
T7_BlackBolt,7,900,110,0,0,10,0,0,0,0,0,0,0,Gear_BlackBolt,Blue_Bio_Mat,3,Blue_Bio_Damage_Mat,2,Blue_Bio_Health_Mat,2,3400,
T8_BlackBolt,8,1100,120,0,0,15,0,0,0,0,0,0,0,Gear_BlackBolt,Purple_Bio_Mat,1,Purple_Bio_Damage_Mat,1,Purple_Bio_Health_Mat,1,4600,
T9_BlackBolt,9,1300,130,0,0,15,0,0,0,0,0,0,0,Gear_BlackBolt,Purple_Bio_Mat,1,Purple_Bio_Damage_Mat,2,Purple_Bio_Health_Mat,2,5800,
T10_BlackBolt,10,1500,140,0,0,15,0,0,0,0,0,0,0,Gear_BlackBolt,Purple_Bio_Mat,4,Purple_Bio_Damage_Mat,3,Purple_energy3,8,7300,
T11_BlackBolt,11,1700,150,0,0,20,0,0,0,0,0,0,0,Gear_BlackBolt,Purple_Bio_Mat,5,Purple_Bio_Damage_Mat,5,Purple_energy3,10,9200,
T12_BlackBolt,12,2000,200,0,0,20,0,0,0,0,0,0,0,Gear_BlackBolt,Orange_Bio_Mat,1,Orange_Bio_Damage_Mat,2,Orange_energy3,12,10000,
T13_BlackBolt,13,3000,250,0,0,25,0,0,0,0,0,0,0,Gear_BlackBolt,Orange_Bio_Mat,2,Orange_Bio_Damage_Mat,3,Orange_energy3,24,13000,
T14_BlackBolt,14,4000,400,0,0,30,0,0,0,0,0,0,0,Gear_BlackBolt,Orange_Bio_Mat,4,Orange_Bio_Damage_Mat,4,Orange_energy3,25,14000,
T15_BlackBolt,15,5000,600,0,0,40,0,0,0,0,0,0,0,Gear_BlackBolt,Orange_Bio_Mat,7,Orange_Bio_Damage_Mat,6,Orange_energy3,35,15000,
T16_BlackBolt,16,6000,800,0,0,50,0,0,0,0,0,0,0,Gear_BlackBolt,Red_Bio_Mat,100,Red_Bio_Damage_Mat,100,Red_energy3,100,1000000,
T17_BlackBolt,17,7000,1000,0,0,60,0,0,0,0,0,0,0,Gear_BlackBolt,Red_Bio_Mat,100,Red_Bio_Damage_Mat,100,Red_energy3,100,1000000,
T18_BlackBolt,18,8000,1500,0,0,80,0,0,0,0,0,0,0,Gear_BlackBolt,Red_Bio_Mat,100,Red_Bio_Damage_Mat,100,Red_energy3,100,1000000,
T19_BlackBolt,19,9000,2000,0,0,100,0,0,0,0,0,0,0,Gear_BlackBolt,Red_Bio_Mat,100,Red_Bio_Damage_Mat,100,Red_energy3,100,1000000,
T20_BlackBolt,20,10000,2500,0,0,120,0,0,0,0,0,0,0,Gear_BlackBolt,White_Bio_Mat,100,White_Bio_Damage_Mat,100,White_energy3,100,1000000,
T1_BlackPanther,1,0,20,5,0,6,0,0,0,0,0,0,0,Gear_BlackPanther,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_BlackPanther,2,0,25,10,6,0,0,0,0,0,0,0,0,Gear_BlackPanther,Green_Tech_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_BlackPanther,3,0,30,15,0,6,0,0,0,0,0,0,0,Gear_BlackPanther,Green_Tech_Mat,1,Green_Damage_Mat,1,Green_Armor_Mat,1,1900,
T4_BlackPanther,4,0,35,30,6,0,0,0,0,0,0,0,0,Gear_BlackPanther,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Armor_Mat,1,2200,
T5_BlackPanther,5,0,40,40,0,6,0,0,0,0,0,0,0,Gear_BlackPanther,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Armor_Mat,1,2400,
T6_BlackPanther,6,0,40,40,7,0,0,0,0,0,0,0,0,Gear_BlackPanther,Blue_Tech_Mat,2,Blue_Tech_Damage_Mat,2,Blue_Tech_Armor_Mat,2,2800,
T7_BlackPanther,7,0,40,45,0,7,0,0,0,0,0,0,0,Gear_BlackPanther,Blue_Tech_Mat,3,Blue_Tech_Damage_Mat,2,Blue_Tech_Armor_Mat,2,3400,
T8_BlackPanther,8,0,45,50,7,0,0,0,0,0,0,0,0,Gear_BlackPanther,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,1,Purple_Tech_Armor_Mat,1,4600,
T9_BlackPanther,9,0,45,55,0,7,0,0,0,0,0,0,0,Gear_BlackPanther,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,2,Purple_Tech_Armor_Mat,2,5800,
T10_BlackPanther,10,0,45,60,7,0,0,0,0,0,0,0,0,Gear_BlackPanther,Purple_Tech_Mat,4,Purple_Tech_Damage_Mat,3,Purple_metal4,8,7300,
T11_BlackPanther,11,0,45,65,0,7,0,0,0,0,0,0,0,Gear_BlackPanther,Purple_Tech_Mat,5,Purple_Tech_Damage_Mat,5,Purple_metal4,10,9200,
T12_BlackPanther,12,0,60,70,7,0,0,0,0,0,0,0,0,Gear_BlackPanther,Orange_Tech_Mat,1,Orange_Tech_Damage_Mat,2,Orange_metal4,12,10000,
T13_BlackPanther,13,800,150,150,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Orange_Tech_Mat,2,Orange_Tech_Damage_Mat,3,Orange_metal4,24,13000,
T14_BlackPanther,14,800,200,200,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Orange_Tech_Mat,4,Orange_Tech_Damage_Mat,4,Orange_metal4,25,14000,
T15_BlackPanther,15,1000,250,250,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Orange_Tech_Mat,7,Orange_Tech_Damage_Mat,6,Orange_metal4,35,15000,
T16_BlackPanther,16,1100,300,300,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Red_Tech_Mat,100,Red_Tech_Health_Mat,100,Red_metal4,100,1000000,
T17_BlackPanther,17,1200,350,400,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Red_Tech_Mat,100,Red_Tech_Health_Mat,100,Red_metal4,100,1000000,
T18_BlackPanther,18,1400,400,500,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Red_Tech_Mat,100,Red_Tech_Health_Mat,100,Red_metal4,100,1000000,
T19_BlackPanther,19,1600,600,600,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,Red_Tech_Mat,100,Red_Tech_Health_Mat,100,Red_metal4,100,1000000,
T20_BlackPanther,20,1800,700,700,0,10,0,0,0,0,0,0,0,Gear_BlackPanther,White_Tech_Mat,100,White_Tech_Health_Mat,100,White_metal4,100,1000000,
T1_BlackWidow,1,0,2,0,13,8,0,0,0,0,0,0,0,Gear_BlackWidow,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_BlackWidow,2,0,5,0,13,8,0,0,0,0,0,0,0,Gear_BlackWidow,Green_Tech_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_BlackWidow,3,0,5,0,16,8,0,0,0,0,0,0,0,Gear_BlackWidow,Green_Tech_Mat,1,Green_Damage_Mat,1,Green_Focus_Mat,1,1900,
T4_BlackWidow,4,0,5,0,16,9,0,0,0,0,0,0,0,Gear_BlackWidow,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Focus_Mat,1,2200,
T5_BlackWidow,5,0,10,0,20,9,0,0,0,0,0,0,0,Gear_BlackWidow,Blue_Tech_Mat,1,Blue_Tech_Damage_Mat,1,Blue_Tech_Focus_Mat,1,2400,
T6_BlackWidow,6,0,10,0,21,9,0,0,0,0,0,0,0,Gear_BlackWidow,Blue_Tech_Mat,2,Blue_Tech_Damage_Mat,2,Blue_Tech_Focus_Mat,2,2800,
T7_BlackWidow,7,0,10,0,26,9,0,0,0,0,0,0,0,Gear_BlackWidow,Blue_Tech_Mat,3,Blue_Tech_Damage_Mat,2,Blue_Tech_Focus_Mat,2,3400,
T8_BlackWidow,8,0,15,0,28,9,0,0,0,0,0,0,0,Gear_BlackWidow,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,1,Purple_Tech_Focus_Mat,1,4600,
T9_BlackWidow,9,0,15,0,30,9,0,0,0,0,0,0,0,Gear_BlackWidow,Purple_Tech_Mat,1,Purple_Tech_Damage_Mat,2,Purple_Tech_Focus_Mat,2,5800,
T10_BlackWidow,10,0,15,0,30,10,0,0,0,0,0,0,0,Gear_BlackWidow,Purple_Tech_Mat,4,Purple_Tech_Damage_Mat,3,Purple_equipment4,8,7300,
T11_BlackWidow,11,0,17,0,30,10,0,0,0,0,0,0,0,Gear_BlackWidow,Purple_Tech_Mat,5,Purple_Tech_Damage_Mat,5,Purple_equipment4,10,9200,
T12_BlackWidow,12,0,20,0,30,10,0,0,0,0,0,0,0,Gear_BlackWidow,Orange_Tech_Mat,1,Orange_Tech_Damage_Mat,2,Orange_equipment4,12,10000,
T13_BlackWidow,13,500,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Orange_Tech_Mat,2,Orange_Tech_Damage_Mat,3,Orange_equipment4,24,13000,
T14_BlackWidow,14,600,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Orange_Tech_Mat,4,Orange_Tech_Damage_Mat,4,Orange_equipment4,25,14000,
T15_BlackWidow,15,700,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Orange_Tech_Mat,7,Orange_Tech_Damage_Mat,6,Orange_equipment4,35,15000,
T16_BlackWidow,16,800,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Red_Tech_Mat,100,Red_Tech_Damage_Mat,100,Red_equipment4,100,1000000,
T17_BlackWidow,17,900,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Red_Tech_Mat,100,Red_Tech_Damage_Mat,100,Red_equipment4,100,1000000,
T18_BlackWidow,18,1000,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Red_Tech_Mat,100,Red_Tech_Damage_Mat,100,Red_equipment4,100,1000000,
T19_BlackWidow,19,1200,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,Red_Tech_Mat,100,Red_Tech_Damage_Mat,100,Red_equipment4,100,1000000,
T20_BlackWidow,20,1400,15,0,20,10,0,0,0,0,0,0,0,Gear_BlackWidow,White_Tech_Mat,100,White_Tech_Damage_Mat,100,White_equipment4,100,1000000,
T1_Blob,1,0,15,5,0,13,0,0,0,0,0,0,0,Gear_Blob,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Blob,2,0,20,7,0,15,0,0,0,0,0,0,0,Gear_Blob,Green_Mutant_Mat,1,Green_Resist_Mat,1,,0,1100,
T3_Blob,3,0,25,9,0,17,0,0,0,0,0,0,0,Gear_Blob,Green_Mutant_Mat,1,Green_Resist_Mat,1,Green_Damage_Mat,1,1900,
T4_Blob,4,0,30,20,0,19,0,0,0,0,0,0,0,Gear_Blob,Blue_Mutant_Mat,1,Blue_Mutant_Resist_Mat,1,Blue_Mutant_Damage_Mat,1,2200,
T5_Blob,5,0,35,30,0,21,0,0,0,0,0,0,0,Gear_Blob,Blue_Mutant_Mat,1,Blue_Mutant_Resist_Mat,1,Blue_Mutant_Damage_Mat,1,2400,
T6_Blob,6,0,40,40,0,23,0,0,0,0,0,0,0,Gear_Blob,Blue_Mutant_Mat,2,Blue_Mutant_Resist_Mat,2,Blue_Mutant_Damage_Mat,2,2800,
T7_Blob,7,0,50,50,0,25,0,0,0,0,0,0,0,Gear_Blob,Blue_Mutant_Mat,3,Blue_Mutant_Resist_Mat,2,Blue_Mutant_Damage_Mat,2,3400,
T8_Blob,8,0,50,60,0,27,0,0,0,0,0,0,0,Gear_Blob,Purple_Mutant_Mat,1,Purple_Mutant_Resist_Mat,1,Purple_Mutant_Damage_Mat,1,4600,
T9_Blob,9,0,50,60,0,30,0,0,0,0,0,0,0,Gear_Blob,Purple_Mutant_Mat,1,Purple_Mutant_Resist_Mat,2,Purple_Mutant_Damage_Mat,2,5800,
T10_Blob,10,0,50,60,0,34,0,0,0,0,0,0,0,Gear_Blob,Purple_Mutant_Mat,4,Purple_Mutant_Resist_Mat,3,Purple_equipment5,8,7300,
T11_Blob,11,0,50,60,0,34,0,0,0,0,0,0,0,Gear_Blob,Purple_Mutant_Mat,5,Purple_Mutant_Resist_Mat,5,Purple_equipment5,10,9200,
T12_Blob,12,0,60,70,0,36,0,0,0,0,0,0,0,Gear_Blob,Orange_Mutant_Mat,1,Orange_Mutant_Resist_Mat,2,Orange_equipment5,12,10000,
T13_Blob,13,0,250,190,0,120,0,0,0,0,0,0,0,Gear_Blob,Orange_Mutant_Mat,2,Orange_Mutant_Resist_Mat,3,Orange_equipment5,24,13000,
T14_Blob,14,0,250,190,0,125,0,0,0,0,0,0,0,Gear_Blob,Orange_Mutant_Mat,4,Orange_Mutant_Resist_Mat,4,Orange_equipment5,25,14000,
T15_Blob,15,0,300,200,0,125,0,0,0,0,0,0,0,Gear_Blob,Orange_Mutant_Mat,7,Orange_Mutant_Resist_Mat,6,Orange_equipment5,35,15000,
T16_Blob,16,0,350,300,0,130,0,0,0,0,0,0,0,Gear_Blob,Red_Mutant_Mat,100,Red_Mutant_Resist_Mat,100,Red_equipment5,100,1000000,
T17_Blob,17,0,400,400,0,140,0,0,0,0,0,0,0,Gear_Blob,Red_Mutant_Mat,100,Red_Mutant_Resist_Mat,100,Red_equipment5,100,1000000,
T18_Blob,18,0,450,500,0,160,0,0,0,0,0,0,0,Gear_Blob,Red_Mutant_Mat,100,Red_Mutant_Resist_Mat,100,Red_equipment5,100,1000000,
T19_Blob,19,0,500,600,0,170,0,0,0,0,0,0,0,Gear_Blob,Red_Mutant_Mat,100,Red_Mutant_Resist_Mat,100,Red_equipment5,100,1000000,
T20_Blob,20,0,600,700,0,190,0,0,0,0,0,0,0,Gear_Blob,White_Mutant_Mat,100,White_Mutant_Resist_Mat,100,White_equipment5,100,1000000,
T1_Bullseye,1,60,30,0,2,2,0,0,0,0,0,0,0,Gear_Bullseye,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Bullseye,2,65,40,0,2,2,0,0,0,0,0,0,0,Gear_Bullseye,Green_Mystic_Mat,1,Green_Focus_Mat,1,,0,1100,
T3_Bullseye,3,65,45,0,2,2,0,0,0,0,0,0,0,Gear_Bullseye,Green_Mystic_Mat,1,Green_Focus_Mat,1,Green_Damage_Mat,1,1900,
T4_Bullseye,4,70,45,0,3,3,0,0,0,0,0,0,0,Gear_Bullseye,Blue_Mystic_Mat,1,Blue_Mystic_Focus_Mat,1,Blue_Mystic_Damage_Mat,1,2200,
T5_Bullseye,5,70,55,0,3,3,0,0,0,0,0,0,0,Gear_Bullseye,Blue_Mystic_Mat,1,Blue_Mystic_Focus_Mat,1,Blue_Mystic_Damage_Mat,1,2400,
T6_Bullseye,6,70,60,0,3,3,0,0,0,0,0,0,0,Gear_Bullseye,Blue_Mystic_Mat,2,Blue_Mystic_Focus_Mat,2,Blue_Mystic_Damage_Mat,2,2800,
T7_Bullseye,7,70,65,0,3,3,0,0,0,0,0,0,0,Gear_Bullseye,Blue_Mystic_Mat,3,Blue_Mystic_Focus_Mat,2,Blue_Mystic_Damage_Mat,2,3400,
T8_Bullseye,8,75,65,0,3,3,0,0,0,0,0,0,0,Gear_Bullseye,Purple_Mystic_Mat,1,Purple_Mystic_Focus_Mat,1,Purple_Mystic_Damage_Mat,1,4600,
T9_Bullseye,9,75,70,0,3,3,0,0,0,0,0,0,0,Gear_Bullseye,Purple_Mystic_Mat,1,Purple_Mystic_Focus_Mat,2,Purple_Mystic_Damage_Mat,2,5800,
T10_Bullseye,10,75,70,0,4,3,0,0,0,0,0,0,0,Gear_Bullseye,Purple_Mystic_Mat,4,Purple_Mystic_Focus_Mat,3,Purple_equipment1,8,7300,
T11_Bullseye,11,75,70,0,4,4,0,0,0,0,0,0,0,Gear_Bullseye,Purple_Mystic_Mat,5,Purple_Mystic_Focus_Mat,5,Purple_equipment1,10,9200,
T12_Bullseye,12,75,85,0,4,4,0,0,0,0,0,0,0,Gear_Bullseye,Orange_Mystic_Mat,1,Orange_Mystic_Focus_Mat,2,Orange_equipment1,12,10000,
T13_Bullseye,13,1800,200,100,4,5,0,0,0,0,0,0,0,Gear_Bullseye,Orange_Mystic_Mat,2,Orange_Mystic_Focus_Mat,3,Orange_equipment1,24,13000,
T14_Bullseye,14,2100,300,110,4,5,0,0,0,0,0,0,0,Gear_Bullseye,Orange_Mystic_Mat,4,Orange_Mystic_Focus_Mat,4,Orange_equipment1,25,14000,
T15_Bullseye,15,2400,350,120,4,5,0,0,0,0,0,0,0,Gear_Bullseye,Orange_Mystic_Mat,7,Orange_Mystic_Focus_Mat,6,Orange_equipment1,35,15000,
T16_Bullseye,16,2500,400,130,4,6,0,0,0,0,0,0,0,Gear_Bullseye,Red_Mystic_Mat,100,Red_Mystic_Focus_Mat,100,Red_equipment1,100,1000000,
T17_Bullseye,17,2600,500,140,4,7,0,0,0,0,0,0,0,Gear_Bullseye,Red_Mystic_Mat,100,Red_Mystic_Focus_Mat,100,Red_equipment1,100,1000000,
T18_Bullseye,18,3000,600,150,4,8,0,0,0,0,0,0,0,Gear_Bullseye,Red_Mystic_Mat,100,Red_Mystic_Focus_Mat,100,Red_equipment1,100,1000000,
T19_Bullseye,19,3500,800,160,4,9,0,0,0,0,0,0,0,Gear_Bullseye,Red_Mystic_Mat,100,Red_Mystic_Focus_Mat,100,Red_equipment1,100,1000000,
