id,translation
ID_MOTD_NA_AIMCONTROL_INFECT,Contagion: Now Live!
ID_MOTD_DE_AIMCONTROL_INFECT,Battle for a chance to win A.I.M. Infector shards
ID_MOTD_NA_AIMDMG_OFFENSE,Science Project: Now Live!
ID_MOTD_DE_AIMDMG_OFFENSE,Battle for a chance to win A.I.M. Monstrosity shards
ID_MOTD_NA_AIMDMG_SPEED,Commando: Now Live!
ID_MOTD_DE_AIMDMG_SPEED,Battle for a chance to win A.I.M. Assaulter shards
ID_MOTD_NA_AIMSUPPORT_HEAL,Apprentice: Now Live!
ID_MOTD_DE_AIMSUPPORT_HEAL,Battle for a chance to win A.I.M. Researcher shards
ID_MOTD_NA_AIMTANK_TAUNT,Crazed Survivor: Now Live!
ID_MOTD_DE_AIMTANK_TAUNT,Battle for a chance to win A.I.M. Security shards
ID_MOTD_NA_AMERICACHAVEZ,Star Power: Now Live!
ID_MOTD_DE_AMERICACHAVEZ,Battle for a chance to win America Chavez shards
ID_MOTD_NA_AMERICACHAVEZ_PREHYPE,America Chavez
ID_MOTD_DE_AMERICACHAVEZ_PREHYPE,The All-Star Brawler is coming soon!
ID_MOTD_NA_ANTIVENOM,Lethal Dose: Now Live!
ID_MOTD_DE_ANTIVENOM,Battle for a chance to win Anti-Venom shards
ID_MOTD_NA_ANTMAN,Pym Particles: Now Live!
ID_MOTD_DE_ANTMAN,Battle for a chance to win ANT-MAN shards
ID_MOTD_NA_BARONMORDO,Dark Arts: Now Live!
ID_MOTD_DE_BARONMORDO,Battle for a chance to win MORDO shards
ID_MOTD_NA_BARONZEMO,Son of Evil: Now Live!
ID_MOTD_DE_BARONZEMO,Battle for a chance to win Baron Zemo shards
ID_MOTD_NA_BEAST,Azure Animal: Now Live!
ID_MOTD_DE_BEAST,Battle for a chance to win Beast shards
ID_MOTD_NA_BLACKPANTHER,Warrior King: Now Live!
ID_MOTD_DE_BLACKPANTHER,Battle for a chance to win BLACK PANTHER shards
ID_MOTD_NA_BLACKWIDOW,Widow's Bite: Now Live!
ID_MOTD_DE_BLACKWIDOW,Battle for a chance to win BLACK WIDOW shards
ID_MOTD_DE_BLACKWIDOW_GOLD,Chance for 1M Gold per Blitz battle!
ID_MOTD_NA_BLITZ_MANTIS,Guardian Empath: Now Live!
ID_MOTD_DE_BLITZ_MANTIS,Battle for a chance to win Mantis shards
ID_MOTD_NA_BLITZ_MYSTIQUE,Shapeshifter: Now Live!
ID_MOTD_DE_BLITZ_MYSTIQUE,Battle for a chance to win Mystique shards
ID_MOTD_NA_BLITZ_VENOM,Symbiotic Terror: Now Live!
ID_MOTD_DE_BLITZ_VENOM,Battle for a chance to win Venom shards
ID_MOTD_NA_BLITZ_WARMACHINE,Full Salvo: Now Live!
ID_MOTD_DE_BLITZ_WARMACHINE,Battle for a chance to win War Machine shards
ID_MOTD_NA_BLOB,Massive Mutant: Now Live!
ID_MOTD_DE_BLOB,Battle for a chance to win Blob shards
ID_MOTD_NA_BULLSEYE,On Target: Now Live!
ID_MOTD_DE_BULLSEYE,Battle for a chance to win BULLSEYE shards
ID_MOTD_NA_CABLE,Time Traveler: Now Live!
ID_MOTD_DE_CABLE,Battle for a chance to win CABLE shards
ID_MOTD_NA_CAPTAINAMERICA,First Avenger: Now Live!
ID_MOTD_DE_CAPTAINAMERICA,Battle for a chance to win CAPTAIN AMERICA shards
ID_MOTD_NA_CAPTAINMARVEL,Ace Pilot: Now Live!
ID_MOTD_DE_CAPTAINMARVEL,Battle for a chance to win Captain Marvel shards
ID_MOTD_NA_CARNAGE,Psychotic: Now Live!
ID_MOTD_DE_CARNAGE,Battle for a chance to win Carnage shards
ID_MOTD_NA_COLOSSUS,Heavy Metal: Now Live!
ID_MOTD_DE_COLOSSUS,Battle for a chance to win Colossus shards
ID_MOTD_NA_CORVUSGLAIVE,Backstab: Now Live!
ID_MOTD_DE_CORVUSGLAIVE,Battle for a chance to win Corvus Glaive shards
ID_MOTD_NA_COULSON,Project Tahiti: Now Live!
ID_MOTD_DE_COULSON,Battle for a chance to win Coulson shards
ID_MOTD_NA_CROSSBONES_BLITZ,Skeleton Leader: Now Live!
ID_MOTD_DE_CROSSBONES_BLITZ,Battle for a chance to win Crossbones shards
ID_MOTD_NA_CRYSTAL,Royal Princess: Now Live!
ID_MOTD_DE_CRYSTAL,Battle for a chance to win Crystal shards
ID_MOTD_NA_CULLOBSIDIAN,Dwarf Star: Now Live!
ID_MOTD_DE_CULLOBSIDIAN,Battle for a chance to win Cull Obsidian shards
ID_MOTD_NA_CYCLOPS,X-Leader: Now Live!
ID_MOTD_DE_CYCLOPS,Battle for a chance to win Cyclops shards
ID_MOTD_NA_DAREDEVIL,Man Without Fear: Now Live!
ID_MOTD_DE_DAREDEVIL,Battle for a chance to win DAREDEVIL shards
ID_MOTD_NA_DEADPOOL,Merc with a Mouth: Now Live!
ID_MOTD_DE_DEADPOOL,Battle for a chance to win DEADPOOL shards
ID_MOTD_NA_DEADPOOL_BLITZ,Clash for Chimichangas
ID_MOTD_DE_DEADPOOL_BLITZ,Battle in Blitz and gather Chimichangas for your Alliance!
ID_MOTD_NA_DEADPOOL_LEGEND,The Merc with a Mouth Arrives
ID_MOTD_DE_DEADPOOL_LEGEND,Join Deadpool in the Merc with a Mouth event!
ID_MOTD_NA_DEADPOOL_RAID,LIMITED: Deadpool Raids
ID_MOTD_DE_DEADPOOL_RAID,Participate in Deadpool Raids to earn more Deadpool Orb Fragments!
ID_MOTD_NA_DEADPOOL_TAKEOVER,NOW LIVE: Merc with a Mouth
ID_MOTD_DE_DEADPOOL_TAKEOVER,Reach Lvl 19 and help Deadpool!
ID_MOTD_NA_DOCTORSTRANGE,Sorcerer Supreme: Now Live!
ID_MOTD_DE_DOCTORSTRANGE,Battle for a chance to win DOCTOR STRANGE shards
ID_MOTD_NA_DOMINO,Lady Luck: Now Live!
ID_MOTD_DE_DOMINO,Battle for a chance to win Domino shards
ID_MOTD_NA_DRAX,Destroyer: Now Live!
ID_MOTD_DE_DRAX,Battle for a chance to win DRAX shards
ID_MOTD_NA_ELECTRO,Bright Persona: Now Live!
ID_MOTD_DE_ELECTRO,Battle for a chance to win Electro shards
ID_MOTD_NA_ELEKTRA,Master Assassin: Now Live!
ID_MOTD_DE_ELEKTRA,Battle for a chance to win ELEKTRA shards
ID_MOTD_NA_ELSABLOODSTONE,Monster Hunter: Now Live!
ID_MOTD_DE_ELSABLOODSTONE,Battle for a chance to win Elsa Bloodstone shards
ID_MOTD_NA_EMMAFROST,Tough Skin: Now Live!
ID_MOTD_DE_EMMAFROST,Battle for a chance to win Emma Frost shards
ID_MOTD_NA_FALCON,EXO-7: Now Live!
ID_MOTD_DE_FALCON,Battle for a chance to win Falcon shards
ID_MOTD_NA_GAMORA,Deadliest Woman: Now Live!
ID_MOTD_DE_GAMORA,Battle for a chance to win GAMORA shards
ID_MOTD_NA_GHOSTRIDER,Devil's Pact: Now Live!
ID_MOTD_DE_GHOSTRIDER,Battle for a chance to win Ghost Rider shards
ID_MOTD_NA_GHOST,Quantum Snare: Now Live!
ID_MOTD_DE_GHOST,Battle for a chance to win Ghost shards
ID_MOTD_NA_GRAVITON,Minister of Science: Now Live!
ID_MOTD_DE_GRAVITON,Battle for a chance to win Graviton shards
ID_MOTD_NA_GROOT,Gentle Giant: Now Live!
ID_MOTD_DE_GROOT,Battle for a chance to win GROOT shards
ID_MOTD_NA_HANDDMG_BONUS,Crimson Edge: Now Live!
ID_MOTD_DE_HANDDMG_BONUS,Battle for a chance to win Hand Blademaster shards
ID_MOTD_NA_HAWKEYE,Sharpshooter: Now Live!
ID_MOTD_DE_HAWKEYE,Battle for a chance to win HAWKEYE shards
ID_MOTD_NA_HEIMDALL,Gatekeeper: Now Live!
ID_MOTD_DE_HEIMDALL,Battle for a chance to win Heimdall shards
ID_MOTD_NA_HELA,Queen of the Dead: Now Live!
ID_MOTD_DE_HELA,Battle for a chance to win Hela shards
ID_MOTD_NA_HUMANTORCH,Flame On: Now Live!
ID_MOTD_DE_HUMANTORCH,Battle for a chance to win Human Torch shards
ID_MOTD_NA_HYDRADMG_SINGLE,Precise Shot: Now Live!
ID_MOTD_DE_HYDRADMG_SINGLE,Battle for a chance to win Hydra Sniper shards
ID_MOTD_NA_IRONFIST,Immortal Protector: Now Live!
ID_MOTD_DE_IRONFIST,Battle for a chance to win IRON FIST shards
ID_MOTD_NA_IRONHEART,Tech Prodigy: Now Live!
ID_MOTD_DE_IRONHEART,Battle for a chance to win Ironheart shards
ID_MOTD_NA_JESSICAJONES,Alias: Now Live!
ID_MOTD_DE_JESSICAJONES,Battle for a chance to win JESSICA JONES shards
ID_MOTD_NA_JUGGERNAUT,I'm the Juggernaut: Now Live!
ID_MOTD_DE_JUGGERNAUT,Battle for a chance to win Juggernaut shards
ID_MOTD_NA_KARNAK,The Shatterer: Now Live!
ID_MOTD_DE_KARNAK,Battle for a chance to win Karnak shards
ID_MOTD_NA_KILLMONGER,Rival King: Now Live!
ID_MOTD_DE_KILLMONGER,Battle for a chance to win Killmonger shards
ID_MOTD_NA_KINGPIN,Kingpin of Crime: Now Live!
ID_MOTD_DE_KINGPIN,Battle for a chance to win KINGPIN shards
ID_MOTD_NA_KORATH,Pursuer: Now Live!
ID_MOTD_DE_KORATH,Battle for a chance to win KORATH shards
ID_MOTD_NA_KREESUPPORT_HOT,Farseer: Now Live!
ID_MOTD_DE_KREESUPPORT_HOT,Battle for a chance to win Kree Oracle shards
ID_MOTD_NA_LOKI,God of Mischief: Now Live!
ID_MOTD_DE_LOKI,Battle for a chance to win LOKI shards
ID_MOTD_NA_LUKECAGE,Power Man: Now Live!
ID_MOTD_DE_LUKECAGE,Battle for a chance to win LUKE CAGE shards
ID_MOTD_NA_MANTIS,Guardian Empath: Now Live!
ID_MOTD_DE_MANTIS,Battle for a chance to win Mantis shards
ID_MOTD_NA_MBAKU,Jabari Chieftain: Now Live!
ID_MOTD_DE_MBAKU,Battle for a chance to win M'Baku shards
ID_MOTD_NA_MERCSUPPORT_BUFFS,Shot Caller: Now Live!
ID_MOTD_DE_MERCSUPPORT_BUFFS,Battle for a chance to win MERCENARY LIEUTENANT shards
ID_MOTD_NA_MINERVA,Gene Genie: Now Live!
ID_MOTD_DE_MINERVA,Battle for a chance to win Minn-Erva shards
ID_MOTD_NA_MRFANTASTIC,Elastic: Now Live!
ID_MOTD_DE_MRFANTASTIC,Battle for a chance to win Mister Fantastic shards
ID_MOTD_NA_MRSINISTER,House of Essex: Now Live!
ID_MOTD_DE_MRSINISTER,Battle for a chance to win Mister Sinister shards
ID_MOTD_NA_MSMARVEL,Fangirl: Now Live!
ID_MOTD_DE_MSMARVEL,Battle for a chance to win MS. MARVEL shards
ID_MOTD_NA_MYSTERIO,Illusion Master: Now Live!
ID_MOTD_DE_MYSTERIO,Battle for a chance to win Mysterio shards
ID_MOTD_NA_MYSTIQUE,Shapeshifter: Now Live!
ID_MOTD_DE_MYSTIQUE,Battle for a chance to win Mystique shards
ID_MOTD_NA_NAMOR,Atlantean Prince: Now Live!
ID_MOTD_DE_NAMOR,Battle for a chance to win Namor shards
ID_MOTD_NA_NEBULA,Sadistic Sister: Now Live!
ID_MOTD_DE_NEBULA,Battle for a chance to win NEBULA shards
ID_MOTD_NA_NEGASONIC,Big Boom: Now Live!
ID_MOTD_DE_NEGASONIC,Battle for a chance to win Negasonic Teenage Warhead shards
ID_MOTD_NA_NIGHTNURSE,First Responder: Now Live!
ID_MOTD_DE_NIGHTNURSE,Battle for a chance to win Night Nurse shards
ID_MOTD_NA_NOBU,Master of Ninjas: Now Live!
ID_MOTD_DE_NOBU,Battle for a chance to win NOBU shards
ID_MOTD_NA_OKOYE,Dora Milaje: Now Live!
ID_MOTD_DE_OKOYE,Battle for a chance to win OKOYE shards
ID_MOTD_NA_PROXIMAMIDNIGHT,Dead of Night: Now Live!
ID_MOTD_DE_PROXIMAMIDNIGHT,Battle for a chance to win Proxima Midnight shards
ID_MOTD_NA_PSYLOCKE,Psionic Assassin: Now Live!
ID_MOTD_DE_PSYLOCKE,Battle for a chance to win Psylocke shards
ID_MOTD_NA_PUNISHER,Violent Vigilante: Now Live!
ID_MOTD_DE_PUNISHER,Battle for a chance to win PUNISHER shards
ID_MOTD_NA_PYRO,Pyrokinetic: Now Live!
ID_MOTD_DE_PYRO,Battle for a chance to win Pyro shards
ID_MOTD_NA_QUAKE,Tremors: Now Live!
ID_MOTD_DE_QUAKE,Battle for a chance to win QUAKE shards
ID_MOTD_NA_REDSKULL,Hail Hydra: Now Live!
ID_MOTD_DE_REDSKULL,Battle for a chance to win Red Skull shards
ID_MOTD_NA_REDSTARS_BLITZ,Red Stars Rampage: Now Live!
ID_MOTD_DE_REDSTARS_BLITZ,Battle for a chance to earn Red Star Orb Fragments
ID_MOTD_NA_RESCUE,Sonic Resonance: Now Live!
ID_MOTD_DE_RESCUE,Battle for a chance to win Rescue shards
ID_MOTD_NA_RHINO,Hard Charger: Now Live!
ID_MOTD_DE_RHINO,Battle for a chance to win Rhino shards
ID_MOTD_NA_ROCKETRACCOON,Weapons Expert: Now Live!
ID_MOTD_DE_ROCKETRACCOON,Battle for a chance to win ROCKET RACCOON shards
ID_MOTD_NA_RONAN,Accuser: Now Live!
ID_MOTD_DE_RONAN,Battle for a chance to win RONAN shards
ID_MOTD_NA_RONAN_BLITZ_CD,Accuser Blitz: Now Live!
ID_MOTD_DE_RONAN_BLITZ_CD,Battle to earn Ronan shards with reduced Blitz cooldowns!
ID_MOTD_NA_SABRETOOTH,Vicious Hunter: Now Live!
ID_MOTD_DE_SABRETOOTH,Battle for a chance to win Sabretooth shards
ID_MOTD_NA_SCARLETWITCH,Mistress of Magic: Now Live!
ID_MOTD_DE_SCARLETWITCH,Battle for a chance to win SCARLET WITCH shards
ID_MOTD_NA_SCIENTISTSUPREME,Experimental: Now Live!
ID_MOTD_DE_SCIENTISTSUPREME,Battle for a chance to win Scientist Supreme shards
ID_MOTD_NA_SCREAM,Locks of Terror: Now Live!
ID_MOTD_DE_SCREAM,Battle for a chance to win Scream shards
ID_MOTD_NA_SHEHULK,Emerald Liberator: Now Live!
ID_MOTD_DE_SHEHULK,Battle for a chance to win She-Hulk shards
ID_MOTD_NA_SHIELDDMG_AOE,Air Support: Now Live!
ID_MOTD_DE_SHIELDDMG_AOE,Battle for a chance to win S.H.I.E.L.D. Assault shards
ID_MOTD_NA_SHIELDDMG_DEFENSE,Cover Fire: Now Live!
ID_MOTD_DE_SHIELDDMG_DEFENSE,Battle for a chance to win S.H.I.E.L.D. Trooper shards
ID_MOTD_NA_SHIELDSUPPORT_HEAL,Best Medic: Now Live!
ID_MOTD_DE_SHIELDSUPPORT_HEAL,Battle for a chance to win S.H.I.E.L.D. Medic shards
ID_MOTD_NA_SHIELDSUPPORT_STEALTH,Extractor: Now Live!
ID_MOTD_DE_SHIELDSUPPORT_STEALTH,Battle for a chance to win S.H.I.E.L.D. Operative shards
ID_MOTD_NA_SHIELDTANK_STUN,Bulwark: Now Live!
ID_MOTD_DE_SHIELDTANK_STUN,Battle for a chance to win S.H.I.E.L.D. Security shards
ID_MOTD_NA_SHOCKER,Vibro-Smasher: Now Live!
ID_MOTD_DE_SHOCKER,Battle for a chance to win Shocker shards
ID_MOTD_NA_SHURI,Tech Ambassador: Now Live!
ID_MOTD_DE_SHURI,Battle for a chance to win Shuri shards
ID_MOTD_NA_SIF,Shield Maiden: Now Live!
ID_MOTD_DE_SIF,Battle for a chance to win Sif shards
ID_MOTD_NA_SPIDERMAN,Web-Slinger: Now Live!
ID_MOTD_DE_SPIDERMAN,Battle for a chance to win SPIDER-MAN shards
ID_MOTD_NA_SQUIRRELGIRL,SQUIRREL!: Now Live!
ID_MOTD_DE_SQUIRRELGIRL,Battle for a chance to win Squirrel Girl shards
ID_MOTD_NA_STATURE,Big Shoes: Now Live!
ID_MOTD_DE_STATURE,Battle for a chance to win Stature shards
ID_MOTD_NA_STORM,Weather Goddess: Now Live!
ID_MOTD_DE_STORM,Battle for a chance to win Storm shards
ID_MOTD_NA_STRYFE,Bad Blood: Now Live!
ID_MOTD_DE_STRYFE,Battle for a chance to win Stryfe shards
ID_MOTD_NA_SWARM,Bzzzz: Now Live!
ID_MOTD_DE_SWARM,Battle for a chance to win Swarm shards
ID_MOTD_NA_SYMBIOTESPIDERMAN,Back In Black: Now Live!
ID_MOTD_DE_SYMBIOTESPIDERMAN,Battle for a chance to win Spider-Man (Symbiote) shards
ID_MOTD_NA_TASKMASTER,Mimic Master: Now Live!
ID_MOTD_DE_TASKMASTER,Battle for a chance to win Taskmaster shards
ID_MOTD_NA_THING,Clobberin' Time: Now Live!
ID_MOTD_DE_THING,Battle for a chance to win The Thing shards
ID_MOTD_NA_THOR,God of Thunder: Now Live!
ID_MOTD_DE_THOR,Battle for a chance to win THOR shards
ID_MOTD_NA_TOAD,Sticky Situation: Now Live!
ID_MOTD_DE_TOAD,Battle for a chance to win Toad shards
ID_MOTD_NA_ULTGREENGOBLIN,Oz: Now Live!
ID_MOTD_DE_ULTGREENGOBLIN,Battle for a chance to win Green Goblin shards
ID_MOTD_NA_ULTSPIDERMAN,Kid Arachnid: Now Live!
ID_MOTD_DE_ULTSPIDERMAN,Battle for a chance to win Spider-Man (Miles) shards
ID_MOTD_NA_VENOM,Symbiotic Terror: Now Live!
ID_MOTD_DE_VENOM,Battle for a chance to win VENOM shards
ID_MOTD_NA_VISION,Synthezoid: Now Live!
ID_MOTD_DE_VISION,Battle for a chance to win VISION shards
ID_MOTD_NA_VULTURE,Bird of Prey: Now Live!
ID_MOTD_DE_VULTURE,Battle for a chance to win Vulture shards
ID_MOTD_NA_WARMACHINE,Full Salvo: Now Live!
ID_MOTD_DE_WARMACHINE,Battle for a chance to win War Machine shards
ID_MOTD_NA_WASP,Stinger: Now Live!
ID_MOTD_DE_WASP,Battle for a chance to win WASP shards
ID_MOTD_NA_WINTERSOLDIER,Bucky Barnes: Now Live!
ID_MOTD_DE_WINTERSOLDIER,Battle for a chance to win WINTER SOLDIER shards
ID_MOTD_NA_WOLVERINE,Weapon X: Now Live!
ID_MOTD_DE_WOLVERINE,Battle for a chance to win WOLVERINE shards
ID_MOTD_NA_X23,Target X: Now Live!
ID_MOTD_DE_X23,Battle for a chance to win X-23 shards
ID_MOTD_NA_YELLOWJACKET,Sharp Sting: Now Live!
ID_MOTD_DE_YELLOWJACKET,Battle for a chance to win Yellowjacket shards
ID_MOTD_NA_YONDU,Centaurian Hunter: Now Live!
ID_MOTD_DE_YONDU,Battle for a chance to win YONDU shards
ID_MOTD_NA_YOYO,Slingshot: Now Live!
ID_MOTD_DE_YOYO,Battle for a chance to win Yo-Yo shards
ID_MOTD_NA_LEVEL80_ANNOUNCE,Level Cap Increased!
ID_MOTD_DE_LEVEL80_ANNOUNCE,Max Commander Level Now 80
ID_MOTD_NA_VALUABLELESSONS,LIVE: Valuable Lessons
ID_MOTD_DE_VALUABLELESSONS,Use characters assigned the Mentorship trait to fight in battles to earn gear!
ID_MOTD_NA_VS_BATTLE_PREHYPE,Coming Soon: VS Battle
ID_MOTD_DE_VS_BATTLE_PREHYPE,Prepare your rosters for an exciting new way to play!
ID_MOTD_NA_VS_BATTLE_MATCHMAKING,Matchmaking is Now Live
ID_MOTD_DE_VS_BATTLE_MATCHMAKING,Find an opponent to test the might of your roster in real time combat!
ID_MOTD_NA_CHADWICK,WAKANDA FOREVER
ID_MOTD_DE_CHADWICK,
ID_MOTD_NA_DOOMS_DAY_SALE,Doom's Day Sale
ID_MOTD_DE_DOOMS_DAY_SALE,Reinforce your roster with deals and limited-time savings!
ID_MOTD_NA_FULLFORCE,NOW LIVE: Full Force
ID_MOTD_DE_FULLFORCE,2x X-Force character shards from Campaigns
ID_MOTD_NA_SINISTERASSEMBLY_PREHYPE,Coming Soon
ID_MOTD_DE_SINISTERASSEMBLY_PREHYPE,The Sinister Assembly Event is on the way!
ID_MOTD_NA_SINISTERASSEMBLY,LIVE: Sinister Assembly!
ID_MOTD_DE_SINISTERASSEMBLY,Acquire Sinister Credits to open Assembly Orbs and earn tons of gear!
ID_MOTD_NA_SINISTERASSEMBLY_SALE,Sinister Assembly Sale
ID_MOTD_DE_SINISTERASSEMBLY_SALE,Grab daily character deals and special offers!
ID_MOTD_NA_SHEHULK_PREHYPE,Coming Soon: She-Hulk
ID_MOTD_DE_SHEHULK_PREHYPE,The Jade Giantess is on the way!
ID_MOTD_NA_ISO8_ANNOUNCE,Now Live: Iso-8
ID_MOTD_DE_ISO8_ANNOUNCE,Customize and power up your characters like never before!
ID_MOTD_NA_FULLMATRIX_PREHYPE,Coming Soon!
ID_MOTD_DE_FULLMATRIX_PREHYPE,The Full Matrix event is coming soon!
ID_MOTD_NA_FULLMATRIX,LIVE: Full Matrix
ID_MOTD_DE_FULLMATRIX,Use Bio characters to fight in battles and earn Iso-8 Crystals!
ID_MOTD_NA_ANTIVENOM_PREHYPE,Coming Soon: Anti-Venom
ID_MOTD_DE_ANTIVENOM_PREHYPE,The Symbiote Support is on the way!
ID_MOTD_NA_HALLOWEEN2020,Live: Waking Nightmare
ID_MOTD_DE_HALLOWEEN2020,Scare up Anti-Venom shards and gear!
ID_MOTD_NA_HALLOWEEN_POLL,Trick... Or... Treat...?
ID_MOTD_DE_HALLOWEEN_POLL,Vote now for your Halloween community prize on our Facebook page!
ID_MOTD_NA_DOOM_2_ANNOUNCE,Live: Doom War: Chapter 2!
ID_MOTD_DE_DOOM_2_ANNOUNCE,Join the fight against Doctor Doom's forces!
ID_MOTD_NA_DARKDIMENSION_4_ANNOUNCE,Dark Dimension IV is here...
ID_MOTD_DE_DARKDIMENSION_4_ANNOUNCE,Recruit the destroyer of worlds: Doctor Doom!
ID_MOTD_NA_GHOST_PREHYPE,Coming Soon: Ghost
ID_MOTD_DE_GHOST_PREHYPE,The Dark Dimension Spook is on the way!
ID_MOTD_NA_YELLOWJACKET_PREHYPE,Coming Soon: Yellowjacket
ID_MOTD_DE_YELLOWJACKET_PREHYPE,The searing stinger is on the way!
