id,translation
ID_AR_MB_CRYSTAL,"<color=#fff568>Royal Princess Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Crystal shards!\n\n<color=#fff568>Royal Princess Orb</color>\nFor a limited time, a new Royal Princess Orb is available in the Store. The orb contains <color=#fff568>only Crystal shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Crystal now!"
ID_AR_NA_CRYSTAL_CARD,Royal Princess
ID_AR_NA_CULLOBSIDIAN,Dwarf Star
ID_AR_SM_CULLOBSIDIAN,Win Cull Obsidian Shards!
ID_AR_LM_CULLOBSIDIAN,Face off against other players' teams to earn various milestone rewards and a chance to win Cull Obsidian shards!
ID_AR_MT_CULLOBSIDIAN,LIVE: Dwarf Star Blitz
ID_AR_MS_CULLOBSIDIAN,Your chance to win Cull Obsidian shards!
ID_AR_MB_CULLOBSIDIAN,"<color=#fff568>Dwarf Star Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Cull Obsidian shards!\n\n<color=#fff568>Dwarf Star Orb</color>\nFor a limited time, a new Dwarf Star Orb is available in the Store. The orb contains <color=#fff568>only Cull Obsidian shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Cull Obsidian now!"
ID_AR_NA_CULLOBSIDIAN_CARD,Dwarf Star
ID_AR_NA_CYCLOPS,X-Leader
ID_AR_SM_CYCLOPS,Win Cyclops Shards!
ID_AR_LM_CYCLOPS,Face off against other players' teams to earn various milestone rewards and a chance to win Cyclops shards!
ID_AR_MT_CYCLOPS,LIVE: X-Leader Blitz
ID_AR_MS_CYCLOPS,Your chance to win Cyclops shards!
ID_AR_MB_CYCLOPS,"<color=#fff568>X-Leader Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Cyclops shards!\n\n<color=#fff568>X-Leader Orb</color>\nFor a limited time, a new X-Leader Orb is available in the Store. The orb contains <color=#fff568>only Cyclops shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Cyclops now!"
ID_AR_NA_CYCLOPS_CARD,X-Leader
ID_AR_NA_DAREDEVIL,Man Without Fear
ID_AR_SM_DAREDEVIL,Win Daredevil Shards!
ID_AR_LM_DAREDEVIL,Face off against other players' teams to earn various milestone rewards and a chance to win DAREDEVIL shards!
ID_AR_MT_DAREDEVIL,LIVE: Man Without Fear Blitz
ID_AR_MS_DAREDEVIL,Your chance to win DAREDEVIL shards.
ID_AR_MB_DAREDEVIL,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>DAREDEVIL</color> shards!
ID_AR_MC_DAREDEVIL,GO!
ID_AR_ES_DAREDEVIL,ENDED: Man Without Fear Blitz
ID_AR_EB_DAREDEVIL,The Man Without Fear Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_DAREDEVIL_CARD,Man Without Fear
ID_AR_NA_DEADPOOL,Merc with a Mouth
ID_AR_SM_DEADPOOL,Win Deadpool Shards!
ID_AR_LM_DEADPOOL,Face off against other players' teams to earn various milestone rewards and a chance to win DEADPOOL shards!
ID_AR_MT_DEADPOOL,LIVE: Merc with a Mouth Blitz
ID_AR_MS_DEADPOOL,Your chance to win DEADPOOL shards.
ID_AR_MB_DEADPOOL,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>DEADPOOL</color> shards!
ID_AR_MC_DEADPOOL,GO!
ID_AR_ES_DEADPOOL,ENDED: Merc with a Mouth Blitz
ID_AR_EB_DEADPOOL,The Merc with a Mouth Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_DEADPOOL_CARD,Merc with a Mouth
ID_AR_NA_DOCTORSTRANGE,Sorcerer Supreme
ID_AR_SM_DOCTORSTRANGE,Win Doctor Strange Shards!
ID_AR_LM_DOCTORSTRANGE,Face off against other players' teams to earn various milestone rewards and a chance to win DOCTOR STRANGE shards!
ID_AR_MT_DOCTORSTRANGE,LIVE: Sorcerer Supreme Blitz
ID_AR_MS_DOCTORSTRANGE,Your chance to win DOCTOR STRANGE shards.
ID_AR_MB_DOCTORSTRANGE,"<color=#fff568>Sorcerer Supreme Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Doctor Strange shards!\n\n<color=#fff568>Sorcerer Supreme Orb</color>\nFor a limited time, a new Sorcerer Supreme Orb is available in the Store. The orb contains <color=#fff568>only Doctor Strange shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Doctor Strange now!"
ID_AR_MC_DOCTORSTRANGE,GO!
ID_AR_ES_DOCTORSTRANGE,ENDED: Sorcerer Supreme Blitz
ID_AR_EB_DOCTORSTRANGE,The Sorcerer Supreme Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_DOCTORSTRANGE_CARD,Sorcerer Supreme
ID_AR_NA_DOMINO,Lady Luck
ID_AR_SM_DOMINO,Win Domino Shards!
ID_AR_LM_DOMINO,Face off against other players' teams to earn various milestone rewards and a chance to win Domino shards!
ID_AR_MT_DOMINO,LIVE: Lady Luck Blitz
ID_AR_MS_DOMINO,Your chance to win Domino shards!
ID_AR_MB_DOMINO,"<color=#fff568>Lady Luck Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Domino shards!\n\n<color=#fff568>Lady Luck Orb</color>\nFor a limited time, a new Lady Luck Orb is available in the Store. The orb contains <color=#fff568>only Domino shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Domino now!"
ID_AR_NA_DOMINO_CARD,Lady Luck
ID_AR_NA_DRAX,Destroyer
ID_AR_SM_DRAX,Win Drax Shards!
ID_AR_LM_DRAX,Face off against other players' teams to earn various milestone rewards and a chance to win DRAX shards!
ID_AR_MT_DRAX,LIVE: Destroyer Blitz
ID_AR_MS_DRAX,Your chance to win DRAX shards.
ID_AR_MB_DRAX,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>DRAX</color> shards!
ID_AR_MC_DRAX,GO!
ID_AR_ES_DRAX,ENDED: Destroyer Blitz
ID_AR_EB_DRAX,The Destroyer Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_DRAX_CARD,Destroyer
ID_AR_NA_ELECTRO,Bright Persona
ID_AR_SM_ELECTRO,Win Electro Shards!
ID_AR_LM_ELECTRO,Face off against other players' teams to earn various milestone rewards and a chance to win Electro shards!
ID_AR_MT_ELECTRO,LIVE: Bright Persona Blitz
ID_AR_MS_ELECTRO,Your chance to win Electro shards!
ID_AR_MB_ELECTRO,"<color=#fff568>Bright Persona Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Electro shards!\n\n<color=#fff568>Bright Persona Orb</color>\nFor a limited time, a new Bright Persona Orb is available in the Store. The orb contains <color=#fff568>only Electro shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Electro now!"
ID_AR_NA_ELECTRO_CARD,Bright Persona
ID_AR_NA_ELEKTRA,Master Assassin
ID_AR_SM_ELEKTRA,Win Elektra Shards!
ID_AR_LM_ELEKTRA,Face off against other players' teams to earn various milestone rewards and a chance to win ELEKTRA shards!
ID_AR_MT_ELEKTRA,LIVE: Master Assassin Blitz
ID_AR_MS_ELEKTRA,Your chance to win ELEKTRA shards.
ID_AR_MB_ELEKTRA,"<color=#fff568>Master Assassin Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Elektra shards!\n\n<color=#fff568>Master Assassin Orb</color>\nFor a limited time, a new Master Assassin Orb is available in the Store. The orb contains <color=#fff568>only Elektra shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Elektra now!"
ID_AR_MC_ELEKTRA,GO!
ID_AR_ES_ELEKTRA,ENDED: Master Assassin Blitz
ID_AR_EB_ELEKTRA,The Master Assassin Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_ELEKTRA_CARD,Master Assassin
ID_AR_NA_ELSABLOODSTONE,Monster Hunter
ID_AR_SM_ELSABLOODSTONE,Win Elsa Bloodstone Shards!
ID_AR_LM_ELSABLOODSTONE,Face off against other players' teams to earn various milestone rewards and a chance to win Elsa Bloodstone shards!
ID_AR_MT_ELSABLOODSTONE,LIVE: Monster Hunter Blitz
ID_AR_MS_ELSABLOODSTONE,Your chance to win Elsa Bloodstone shards!
ID_AR_MB_ELSABLOODSTONE,"<color=#fff568>Monster Hunter Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Elsa Bloodstone shards!\n\n<color=#fff568>Monster Hunter Orb</color>\nFor a limited time, a new Monster Hunter Orb is available in the Store. The orb contains <color=#fff568>only Elsa Bloodstone shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Elsa Bloodstone now!"
ID_AR_NA_ELSABLOODSTONE_CARD,Monster Hunter
ID_AR_NA_EMMAFROST,Tough Skin
ID_AR_SM_EMMAFROST,Win Emma Frost Shards!
ID_AR_LM_EMMAFROST,Face off against other players' teams to earn various milestone rewards and a chance to win Emma Frost shards!
ID_AR_MT_EMMAFROST,LIVE: Tough Skin Blitz
ID_AR_MS_EMMAFROST,Your chance to win Emma Frost shards!
ID_AR_MB_EMMAFROST,"<color=#fff568>Tough Skin Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Emma Frost shards!\n\n<color=#fff568>Tough Skin Orb</color>\nFor a limited time, a new Tough Skin Orb is available in the Store. The orb contains <color=#fff568>only Emma Frost shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Emma Frost now!"
ID_AR_NA_EMMAFROST_CARD,Tough Skin
ID_AR_NA_FALCON,EXO-7
ID_AR_SM_FALCON,Win Falcon Shards!
ID_AR_LM_FALCON,Face off against other players' teams to earn various milestone rewards and a chance to win Falcon shards!
ID_AR_MT_FALCON,LIVE: EXO-7 Blitz
ID_AR_MS_FALCON,Your chance to win Falcon shards!
ID_AR_MB_FALCON,"<color=#fff568>EXO-7 Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Falcon shards!\n\n<color=#fff568>EXO-7 Orb</color>\nFor a limited time, a new EXO-7 Orb is available in the Store. The orb contains <color=#fff568>only Falcon shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Falcon now!"
ID_AR_NA_FALCON_CARD,EXO-7
ID_AR_NA_GAMORA,Deadliest Woman
ID_AR_SM_GAMORA,Win Gamora Shards!
ID_AR_LM_GAMORA,Face off against other players' teams to earn various milestone rewards and a chance to win GAMORA shards!
ID_AR_MT_GAMORA,LIVE: Deadliest Woman Blitz
ID_AR_MS_GAMORA,Your chance to win GAMORA shards.
ID_AR_MB_GAMORA,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>GAMORA</color> shards!
ID_AR_MC_GAMORA,GO!
ID_AR_ES_GAMORA,ENDED: Deadliest Woman Blitz
ID_AR_EB_GAMORA,The Deadliest Woman Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_GAMORA_CARD,Deadliest Woman
ID_AR_NA_GHOSTRIDER,Devil's Pact
ID_AR_SM_GHOSTRIDER,Win Ghost Rider Shards!
ID_AR_LM_GHOSTRIDER,Face off against other players' teams to earn various milestone rewards and a chance to win Ghost Rider shards!
ID_AR_MT_GHOSTRIDER,LIVE: Devil's Pact Blitz
ID_AR_MS_GHOSTRIDER,Your chance to win Ghost Rider shards!
ID_AR_MB_GHOSTRIDER,"<color=#fff568>Devil's Pact Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Ghost Rider shards!\n\n<color=#fff568>Devil's Pact Orb</color>\nFor a limited time, a new Devil's Pact Orb is available in the Store. The orb contains <color=#fff568>only Ghost Rider shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Ghost Rider now!"
ID_AR_NA_GHOSTRIDER_CARD,Devil's Pact
ID_AR_NA_GHOST,Quantum Snare
ID_AR_SM_GHOST,Win Ghost Shards!
ID_AR_LM_GHOST,Face off against other players' teams to earn various milestone rewards and a chance to win Ghost shards!
ID_AR_MT_GHOST,LIVE: Quantum Snare Blitz
ID_AR_MS_GHOST,Your chance to win Ghost shards!
ID_AR_MB_GHOST,"<color=#fff568>Quantum Snare Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Ghost shards!\n\n<color=#fff568>Quantum Snare Orb</color>\nFor a limited time, a new Quantum Snare Orb is available in the Store. The orb contains <color=#fff568>only Ghost shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Ghost now!"
ID_AR_NA_GHOST_CARD,Quantum Snare
ID_AR_NA_GRAVITON,Minister of Science
ID_AR_SM_GRAVITON,Win Graviton Shards!
ID_AR_LM_GRAVITON,Face off against other players' teams to earn various milestone rewards and a chance to win Graviton shards!
ID_AR_MT_GRAVITON,LIVE: Minister of Science Blitz
ID_AR_MS_GRAVITON,Your chance to win Graviton shards!
ID_AR_MB_GRAVITON,"<color=#fff568>Minister of Science Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Graviton shards!\n\n<color=#fff568>Minister of Science Orb</color>\nFor a limited time, a new Minister of Science Orb is available in the Store. The orb contains <color=#fff568>only Graviton shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Graviton now!"
ID_AR_NA_GRAVITON_CARD,Minister of Science
ID_AR_NA_GROOT,Gentle Giant
ID_AR_SM_GROOT,Win Groot Shards!
ID_AR_LM_GROOT,Face off against other players' teams to earn various milestone rewards and a chance to win GROOT shards!
ID_AR_MT_GROOT,LIVE: Gentle Giant Blitz
ID_AR_MS_GROOT,Your chance to win GROOT shards.
ID_AR_MB_GROOT,"<color=#fff568>Gentle Giant Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Groot shards!\n\n<color=#fff568>Gentle Giant Orb</color>\nFor a limited time, a new Gentle Giant Orb is available in the Store. The orb contains <color=#fff568>only Groot shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Groot now!"
ID_AR_MC_GROOT,GO!
ID_AR_ES_GROOT,ENDED: Gentle Giant Blitz
ID_AR_EB_GROOT,The Gentle Giant Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_GROOT_CARD,Gentle Giant
ID_AR_NA_HANDDMG_BONUS,Crimson Edge
ID_AR_SM_HANDDMG_BONUS,Win Hand Blademaster Shards!
ID_AR_LM_HANDDMG_BONUS,Face off against other players' teams to earn various milestone rewards and a chance to win HAND BLADEMASTER shards!
ID_AR_MT_HANDDMG_BONUS,LIVE: Crimson Edge Blitz
ID_AR_MS_HANDDMG_BONUS,Your chance to win HAND BLADEMASTER shards!
ID_AR_MB_HANDDMG_BONUS,Face off against other players' teams to earn various milestone rewards and a chance to win HAND BLADEMASTER shards!
ID_AR_MC_HANDBLADEMASTER,GO!
ID_AR_ES_HANDDMG_BONUS,ENDED: Crimson Edge Blitz
ID_AR_EB_HANDDMG_BONUS,The Crimson Edge Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_HANDDMG_BONUS_CARD,Crimson Edge
ID_AR_NA_HAWKEYE,Sharpshooter
ID_AR_SM_HAWKEYE,Win Hawkeye Shards!
ID_AR_LM_HAWKEYE,Face off against other players' teams to earn various milestone rewards and a chance to win HAWKEYE shards!
ID_AR_MT_HAWKEYE,LIVE: Sharpshooter Blitz
ID_AR_MS_HAWKEYE,Your chance to win HAWKEYE shards.
ID_AR_MB_HAWKEYE,"<color=#fff568>Sharpshooter Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Hawkeye shards!\n\n<color=#fff568>Sharpshooter Orb</color>\nFor a limited time, a new Sharpshooter Orb is available in the Store. The orb contains <color=#fff568>only Hawkeye shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Hawkeye now!"
ID_AR_MC_HAWKEYE,GO!
ID_AR_ES_HAWKEYE,ENDED: Sharpshooter Blitz
ID_AR_EB_HAWKEYE,The Sharpshooter Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_HAWKEYE_CARD,Sharpshooter
ID_AR_NA_HELA,Queen of the Dead
ID_AR_SM_HELA,Win Hela Shards!
ID_AR_LM_HELA,Face off against other players' teams to earn various milestone rewards and a chance to win Hela shards!
ID_AR_MT_HELA,LIVE: Queen of the Dead Blitz
ID_AR_MS_HELA,Your chance to win Hela shards!
ID_AR_MB_HELA,"<color=#fff568>Queen of the Dead Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Hela shards!\n\n<color=#fff568>Queen of the Dead Orb</color>\nFor a limited time, a new Queen of the Dead Orb is available in the Store. The orb contains <color=#fff568>only Hela shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Hela now!"
ID_AR_NA_HELA_CARD,Queen of the Dead
ID_AR_NA_HEIMDALL,Gatekeeper
ID_AR_SM_HEIMDALL,Win Heimdall Shards!
ID_AR_LM_HEIMDALL,Face off against other players' teams to earn various milestone rewards and a chance to win Heimdall shards!
ID_AR_MT_HEIMDALL,LIVE: Gatekeeper Blitz
ID_AR_MS_HEIMDALL,Your chance to win Heimdall shards!
ID_AR_MB_HEIMDALL,"<color=#fff568>Gatekeeper Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Heimdall shards!\n\n<color=#fff568>Gatekeeper Orb</color>\nFor a limited time, a new Gatekeeper Orb is available in the Store. The orb contains <color=#fff568>only Heimdall shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Heimdall now!"
ID_AR_NA_HEIMDALL_CARD,Gatekeeper
ID_AR_NA_HUMANTORCH,Flame On
ID_AR_SM_HUMANTORCH,Win Human Torch Shards!
ID_AR_LM_HUMANTORCH,Face off against other players' teams to earn various milestone rewards and a chance to win Human Torch shards!
ID_AR_MT_HUMANTORCH,LIVE: Flame On Blitz
ID_AR_MS_HUMANTORCH,Your chance to win Human Torch shards!
ID_AR_MB_HUMANTORCH,"<color=#fff568>Flame On Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Human Torch shards!\n\n<color=#fff568>Flame On Orb</color>\nFor a limited time, a new Flame On Orb is available in the Store. The orb contains <color=#fff568>only Human Torch shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Human Torch now!"
ID_AR_NA_HUMANTORCH_CARD,Flame On
ID_AR_NA_HYDRADMG_SINGLE,Precise Shot
ID_AR_SM_HYDRADMG_SINGLE,Win Hydra Sniper Shards!
ID_AR_LM_HYDRADMG_SINGLE,Face off against other players' teams to earn various milestone rewards and a chance to win Hydra Sniper shards!
ID_AR_MT_HYDRADMG_SINGLE,LIVE: Precise Shot Blitz
ID_AR_MS_HYDRADMG_SINGLE,Your chance to win Hydra Sniper shards!
ID_AR_MB_HYDRADMG_SINGLE,"<color=#fff568>Precise Shot Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Hydra Sniper shards!\n\n<color=#fff568>Precise Shot Orb</color>\nFor a limited time, a new Precise Shot Orb is available in the Store. The orb contains <color=#fff568>only Hydra Sniper shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Hydra Sniper now!"
ID_AR_NA_HYDRADMG_SINGLE_CARD,Precise Shot
ID_AR_NA_IRONFIST,Immortal Protector
ID_AR_SM_IRONFIST,Win Iron Fist Shards!
ID_AR_LM_IRONFIST,Face off against other players' teams to earn various milestone rewards and a chance to win IRON FIST shards!
ID_AR_MT_IRONFIST,LIVE: Immortal Protector Blitz
ID_AR_MS_IRONFIST,Your chance to win IRON FIST shards.
ID_AR_MB_IRONFIST,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>IRON FIST</color> shards!
ID_AR_MC_IRONFIST,GO!
ID_AR_ES_IRONFIST,ENDED: Immortal Protector Blitz
ID_AR_EB_IRONFIST,The Immortal Protector Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_IRONFIST_CARD,Immortal Protector
ID_AR_NA_IRONHEART,Tech Prodigy
ID_AR_SM_IRONHEART,Win Ironheart Shards!
ID_AR_LM_IRONHEART,Face off against other players' teams to earn various milestone rewards and a chance to win Ironheart shards!
ID_AR_MT_IRONHEART,LIVE: Tech Prodigy Blitz
ID_AR_MS_IRONHEART,Your chance to win Ironheart shards!
ID_AR_MB_IRONHEART,"<color=#fff568>Tech Prodigy Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Ironheart shards!\n\n<color=#fff568>Tech Prodigy Orb</color>\nFor a limited time, a new Tech Prodigy Orb is available in the Store. The orb contains <color=#fff568>only Ironheart shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Ironheart now!"
ID_AR_NA_IRONHEART_CARD,Tech Prodigy
ID_AR_NA_JESSICAJONES,Alias
ID_AR_SM_JESSICAJONES,Win Jessica Jones Shards!
ID_AR_LM_JESSICAJONES,Face off against other players' teams to earn various milestone rewards and a chance to win JESSICA JONES shards!
ID_AR_MT_JESSICAJONES,LIVE: Alias Blitz
ID_AR_MS_JESSICAJONES,Your chance to win JESSICA JONES shards.
ID_AR_MB_JESSICAJONES,"<color=#fff568>Alias Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Jessica Jones shards!\n\n<color=#fff568>Alias Orb</color>\nFor a limited time, a new Alias Orb is available in the Store. The orb contains <color=#fff568>only Jessica Jones shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Jessica Jones now!"
ID_AR_MC_JESSICAJONES,GO!
ID_AR_ES_JESSICAJONES,ENDED: Alias Blitz
ID_AR_EB_JESSICAJONES,The Alias Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_JESSICAJONES_CARD,Alias
ID_AR_NA_JUGGERNAUT,I'm the Juggernaut
ID_AR_SM_JUGGERNAUT,Win Juggernaut Shards!
ID_AR_LM_JUGGERNAUT,Face off against other players' teams to earn various milestone rewards and a chance to win Juggernaut shards!
ID_AR_MT_JUGGERNAUT,LIVE: I'm the Juggernaut Blitz
ID_AR_MS_JUGGERNAUT,Your chance to win Juggernaut shards!
ID_AR_MB_JUGGERNAUT,"<color=#fff568>I'm the Juggernaut Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Juggernaut shards!\n\n<color=#fff568>I'm the Juggernaut Orb</color>\nFor a limited time, a new I'm the Juggernaut Orb is available in the Store. The orb contains <color=#fff568>only Juggernaut shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Juggernaut now!"
ID_AR_NA_JUGGERNAUT_CARD,I'm the Juggernaut
ID_AR_NA_KARNAK,The Shatterer
ID_AR_SM_KARNAK,Win Karnak Shards!
ID_AR_LM_KARNAK,Face off against other players' teams to earn various milestone rewards and a chance to win Karnak shards!
ID_AR_MT_KARNAK,LIVE: The Shatterer Blitz
ID_AR_MS_KARNAK,Your chance to win Karnak shards!
ID_AR_MB_KARNAK,"<color=#fff568>The Shatterer Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Karnak shards!\n\n<color=#fff568>The Shatterer Orb</color>\nFor a limited time, a new The Shatterer Orb is available in the Store. The orb contains <color=#fff568>only Karnak shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Karnak now!"
ID_AR_NA_KARNAK_CARD,The Shatterer
ID_AR_NA_KILLMONGER,Rival King
ID_AR_SM_KILLMONGER,Win Killmonger Shards!
ID_AR_LM_KILLMONGER,Face off against other players' teams to earn various milestone rewards and a chance to win Killmonger shards!
ID_AR_MT_KILLMONGER,LIVE: Rival King Blitz
ID_AR_MS_KILLMONGER,Your chance to win Killmonger shards!
ID_AR_MB_KILLMONGER,"<color=#fff568>Rival King Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Killmonger shards!\n\n<color=#fff568>Rival King Orb</color>\nFor a limited time, a new Rival King Orb is available in the Store. The orb contains <color=#fff568>only Killmonger shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Killmonger now!"
ID_AR_ES_KILLMONGER,ENDED: Rival King Blitz
ID_AR_NA_KILLMONGER_CARD,Rival King
ID_AR_NA_KINGPIN,Kingpin of Crime
ID_AR_SM_KINGPIN,Win Kingpin Shards!
ID_AR_LM_KINGPIN,Face off against other players' teams to earn various milestone rewards and a chance to win KINGPIN shards!
ID_AR_MT_KINGPIN,LIVE: Kingpin of Crime Blitz
ID_AR_MS_KINGPIN,Your chance to win KINGPIN shards.
ID_AR_MB_KINGPIN,"Face off against other players' teams to earn various milestone rewards and a chance to win Kingpin shards!\n\n<color=#fff568>Kingpin of Crime Orb</color>\nFor a limited time, a new Kingpin of Crime Orb is available in the Store. The orb contains <color=#fff568>only Kingpin shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Kingpin now!"
ID_AR_MC_KINGPIN,GO!
ID_AR_ES_KINGPIN,ENDED: Kingpin of Crime Blitz
ID_AR_EB_KINGPIN,The Kingpin of Crime Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_KINGPIN_CARD,Kingpin of Crime
ID_AR_NA_KORATH,Pursuer
ID_AR_SM_KORATH,Win Korath Shards!
ID_AR_LM_KORATH,Face off against other players' teams to earn various milestone rewards and a chance to win KORATH shards!
ID_AR_MT_KORATH,LIVE: Pursuer Blitz
ID_AR_MS_KORATH,Your chance to win KORATH shards.
ID_AR_MB_KORATH,"<color=#fff568>Pursuer Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Korath the Pursuer shards!\n\n<color=#fff568>Pursuer Orb</color>\nFor a limited time, a new Pursuer Orb is available in the Store. The orb contains <color=#fff568>only Korath the Pursuer shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Korath the Pursuer now!"
ID_AR_MC_KORATH,GO!
ID_AR_ES_KORATH,ENDED: Pursuer Blitz
ID_AR_EB_KORATH,The Pursuer Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_KORATH_CARD,Pursuer
ID_AR_NA_KREESUPPORT_HOT,Farseer
ID_AR_SM_KREESUPPORT_HOT,Win Kree Oracle Shards!
ID_AR_LM_KREESUPPORT_HOT,Face off against other players' teams to earn various milestone rewards and a chance to win Kree Oracle shards!
ID_AR_MT_KREESUPPORT_HOT,LIVE: Farseer Blitz
ID_AR_MS_KREESUPPORT_HOT,Your chance to win Kree Oracle shards!
ID_AR_MB_KREESUPPORT_HOT,"<color=#fff568>Farseer Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Kree Oracle shards!\n\n<color=#fff568>Farseer Orb</color>\nFor a limited time, a new Farseer Orb is available in the Store. The orb contains <color=#fff568>only Kree Oracle shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Kree Oracle now!"
ID_AR_ES_KREESUPPORT_HOT,ENDED: Farseer Blitz
ID_AR_EB_KREESUPPORT_HOT,The Farseer Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_KREESUPPORT_HOT_CARD,Farseer
ID_AR_NA_LOKI,God of Mischief
ID_AR_SM_LOKI,Win Loki Shards!
ID_AR_LM_LOKI,Face off against other players' teams to earn various milestone rewards and a chance to win LOKI shards!
ID_AR_MT_LOKI,LIVE: God of Mischief Blitz
ID_AR_MS_LOKI,Your chance to win LOKI shards.
